iterations,theta_1,theta_2,theta_3,phi_1,phi_2,phi_3,p_x,p_y,p_z
25,0.001927,-0.110285,0.003274,0.152716,0.174533,-0.013387,-0.117212,-0.79098,47.5
26,-0.001769,-0.116791,0.001418,0.158825,0.181514,-0.014484,-0.127664,-0.854757,48.2
27,-0.005517,-0.123256,-0.00039,0.164934,0.188496,-0.015626,-0.138667,-0.920912,48.9
28,-0.009317,-0.129684,-0.00215,0.171042,0.195477,-0.016811,-0.150236,-0.98943,49.6
29,-0.013167,-0.136075,-0.003866,0.177151,0.202458,-0.018041,-0.16239,-1.060297,50.3
30,-0.017067,-0.14243,-0.005538,0.18326,0.20944,-0.019315,-0.175144,-1.133496,51
31,-0.021017,-0.14875,-0.00717,0.189368,0.216421,-0.020633,-0.188516,-1.209011,51.7
32,-0.025016,-0.155036,-0.008763,0.195477,0.223402,-0.021995,-0.202525,-1.286827,52.4
33,-0.029064,-0.161289,-0.010318,0.201586,0.230383,-0.023402,-0.217189,-1.366925,53.1
34,-0.03316,-0.167511,-0.011838,0.207694,0.237365,-0.024854,-0.232528,-1.449288,53.8
35,-0.037305,-0.1737,-0.013324,0.213803,0.244346,-0.026351,-0.248562,-1.533896,54.5
36,-0.041497,-0.179859,-0.014778,0.219911,0.251327,-0.027892,-0.265311,-1.620732,55.2
37,-0.045736,-0.185988,-0.016201,0.22602,0.258309,-0.029478,-0.282795,-1.709775,55.9
38,-0.050023,-0.192087,-0.017595,0.232129,0.26529,-0.03111,-0.301037,-1.801004,56.6
39,-0.054356,-0.198156,-0.01896,0.238237,0.272271,-0.032787,-0.320058,-1.8944,57.3
40,-0.058735,-0.204196,-0.020299,0.244346,0.279253,-0.034509,-0.339881,-1.989939,58
41,-0.063161,-0.210208,-0.021613,0.250455,0.286234,-0.036277,-0.360528,-2.087601,58.7
42,-0.067632,-0.216191,-0.022903,0.256563,0.293215,-0.038091,-0.382023,-2.187362,59.4
43,-0.072149,-0.222146,-0.02417,0.262672,0.300197,-0.03995,-0.404389,-2.289199,60.1
44,-0.07671,-0.228073,-0.025416,0.268781,0.307178,-0.041856,-0.427652,-2.393087,60.8
45,-0.081317,-0.233972,-0.026641,0.274889,0.314159,-0.043807,-0.451835,-2.499001,61.5
46,-0.085968,-0.239844,-0.027846,0.280998,0.321141,-0.045806,-0.476964,-2.606917,62.2
47,-0.090663,-0.245688,-0.029034,0.287107,0.328122,-0.04785,-0.503065,-2.716809,62.9
48,-0.095402,-0.251504,-0.030205,0.293215,0.335103,-0.049942,-0.530164,-2.828648,63.6
49,-0.100185,-0.257293,-0.031359,0.299324,0.342085,-0.05208,-0.558286,-2.942408,64.3
50,-0.105012,-0.263054,-0.032498,0.305433,0.349066,-0.054265,-0.58746,-3.058062,65
51,-0.109881,-0.268788,-0.033623,0.311541,0.356047,-0.056498,-0.617712,-3.175579,65.7
52,-0.114793,-0.274494,-0.034735,0.31765,0.363028,-0.058778,-0.64907,-3.29493,66.4
53,-0.119748,-0.280172,-0.035835,0.323759,0.37001,-0.061106,-0.681562,-3.416086,67.1
54,-0.124745,-0.285823,-0.036923,0.329867,0.376991,-0.063481,-0.715216,-3.539015,67.8
55,-0.129784,-0.291445,-0.038001,0.335976,0.383972,-0.065905,-0.750062,-3.663686,68.5
56,-0.134865,-0.29704,-0.03907,0.342085,0.390954,-0.068376,-0.786128,-3.790065,69.2
57,-0.139987,-0.302607,-0.040129,0.348193,0.397935,-0.070896,-0.823444,-3.918122,69.9
58,-0.14515,-0.308145,-0.041181,0.354302,0.404916,-0.073465,-0.862039,-4.04782,70.6
59,-0.150354,-0.313655,-0.042225,0.36041,0.411898,-0.076083,-0.901944,-4.179127,71.3
60,-0.155598,-0.319136,-0.043263,0.366519,0.418879,-0.078749,-0.943189,-4.312006,72
61,-0.160882,-0.324588,-0.044296,0.372628,0.42586,-0.081465,-0.985804,-4.446422,72.7
62,-0.166206,-0.330011,-0.045323,0.378736,0.432842,-0.084231,-1.029821,-4.582337,73.4
63,-0.17157,-0.335404,-0.046347,0.384845,0.439823,-0.087046,-1.07527,-4.719715,74.1
64,-0.176973,-0.340768,-0.047367,0.390954,0.446804,-0.089911,-1.122183,-4.858517,74.8
65,-0.182415,-0.346102,-0.048385,0.397062,0.453786,-0.092826,-1.170591,-4.998703,75.5
66,-0.187895,-0.351405,-0.049401,0.403171,0.460767,-0.095792,-1.220527,-5.140234,76.2
67,-0.193413,-0.356678,-0.050416,0.40928,0.467748,-0.098808,-1.272021,-5.28307,76.9
68,-0.198968,-0.36192,-0.05143,0.415388,0.47473,-0.101875,-1.325107,-5.427168,77.6
69,-0.204561,-0.367131,-0.052445,0.421497,0.481711,-0.104994,-1.379816,-5.572487,78.3
70,-0.210191,-0.37231,-0.053461,0.427606,0.488692,-0.108163,-1.436182,-5.718983,79
71,-0.215857,-0.377458,-0.054478,0.433714,0.495674,-0.111385,-1.494235,-5.866612,79.7
72,-0.22156,-0.382573,-0.055497,0.439823,0.502655,-0.114658,-1.55401,-6.01533,80.4
73,-0.227297,-0.387655,-0.056519,0.445932,0.509636,-0.117983,-1.615538,-6.16509,81.1
74,-0.23307,-0.392705,-0.057545,0.45204,0.516617,-0.121361,-1.678853,-6.315847,81.8
75,-0.238878,-0.397721,-0.058575,0.458149,0.523599,-0.124792,-1.743986,-6.467554,82.5
76,-0.24472,-0.402703,-0.05961,0.464258,0.53058,-0.128275,-1.810972,-6.620161,83.2
77,-0.250595,-0.407652,-0.06065,0.470366,0.537561,-0.131812,-1.879843,-6.773621,83.9
78,-0.256504,-0.412565,-0.061697,0.476475,0.544543,-0.135402,-1.950631,-6.927882,84.6
79,-0.262446,-0.417444,-0.06275,0.482584,0.551524,-0.139046,-2.023369,-7.082895,85.3
80,-0.268419,-0.422287,-0.06381,0.488692,0.558505,-0.142744,-2.09809,-7.238608,86
81,-0.274424,-0.427095,-0.064878,0.494801,0.565487,-0.146497,-2.174826,-7.394968,86.7
82,-0.280461,-0.431866,-0.065955,0.500909,0.572468,-0.150304,-2.25361,-7.551921,87.4
83,-0.286527,-0.4366,-0.067041,0.507018,0.579449,-0.154166,-2.334474,-7.709414,88.1
84,-0.292624,-0.441297,-0.068137,0.513127,0.586431,-0.158083,-2.41745,-7.867391,88.8
85,-0.29875,-0.445956,-0.069243,0.519235,0.593412,-0.162056,-2.50257,-8.025796,89.5
86,-0.304904,-0.450577,-0.07036,0.525344,0.600393,-0.166085,-2.589866,-8.184571,90.2
87,-0.311087,-0.45516,-0.071488,0.531453,0.607375,-0.170169,-2.679369,-8.34366,90.9
88,-0.317297,-0.459703,-0.072629,0.537561,0.614356,-0.17431,-2.77111,-8.503002,91.6
89,-0.323533,-0.464207,-0.073782,0.54367,0.621337,-0.178508,-2.865121,-8.662538,92.3
90,-0.329796,-0.46867,-0.074948,0.549779,0.628319,-0.182763,-2.961431,-8.822208,93
91,-0.336084,-0.473093,-0.076128,0.555887,0.6353,-0.187075,-3.060071,-8.981949,93.7
92,-0.342397,-0.477475,-0.077323,0.561996,0.642281,-0.191445,-3.161071,-9.141698,94.4
93,-0.348733,-0.481815,-0.078532,0.568105,0.649262,-0.195873,-3.264459,-9.301393,95.1
94,-0.355093,-0.486112,-0.079757,0.574213,0.656244,-0.20036,-3.370266,-9.460968,95.8
95,-0.361475,-0.490367,-0.080999,0.580322,0.663225,-0.204904,-3.478519,-9.620358,96.5
96,-0.367879,-0.494579,-0.082256,0.586431,0.670206,-0.209508,-3.589246,-9.779496,97.2
97,-0.374304,-0.498747,-0.083531,0.592539,0.677188,-0.214171,-3.702474,-9.938315,97.9
98,-0.380749,-0.502871,-0.084824,0.598648,0.684169,-0.218894,-3.818231,-10.096747,98.6
99,-0.387213,-0.506949,-0.086135,0.604757,0.69115,-0.223676,-3.936542,-10.254721,99.3
100,-0.393696,-0.510982,-0.087465,0.610865,0.698132,-0.228519,-4.057433,-10.412168,100
