iterations,theta_1,theta_2,theta_3,phi_1,phi_2,phi_3,p_x,p_y,p_z
76,-0.445994,-0.42681,-0.625115,-0.397935,0.53058,0.109457,-2.412466,5.653176,188
77,-0.448316,-0.427691,-0.628819,-0.403171,0.537561,0.112462,-2.490674,5.783824,188.5
78,-0.450671,-0.428578,-0.632512,-0.408407,0.544543,0.115513,-2.570597,5.915143,189
79,-0.453058,-0.429469,-0.636194,-0.413643,0.551524,0.118608,-2.652256,6.047092,189.5
80,-0.455479,-0.430366,-0.639864,-0.418879,0.558505,0.121749,-2.735675,6.179628,190
81,-0.457931,-0.431269,-0.643521,-0.424115,0.565487,0.124935,-2.820874,6.312706,190.5
82,-0.460417,-0.432178,-0.647164,-0.429351,0.572468,0.128167,-2.907875,6.446281,191
83,-0.462936,-0.433093,-0.650794,-0.434587,0.579449,0.131445,-2.9967,6.580309,191.5
84,-0.465488,-0.434016,-0.65441,-0.439823,0.586431,0.134769,-3.087371,6.714743,192
85,-0.468073,-0.434945,-0.658011,-0.445059,0.593412,0.138139,-3.179909,6.849537,192.5
86,-0.470691,-0.435881,-0.661596,-0.450295,0.600393,0.141557,-3.274334,6.984642,193
87,-0.473342,-0.436826,-0.665165,-0.455531,0.607375,0.145021,-3.370669,7.120011,193.5
88,-0.476026,-0.437778,-0.668718,-0.460767,0.614356,0.148532,-3.468933,7.255595,194
89,-0.478744,-0.438739,-0.672254,-0.466003,0.621337,0.152091,-3.569147,7.391345,194.5
90,-0.481495,-0.439708,-0.675772,-0.471239,0.628319,0.155697,-3.671333,7.527209,195
91,-0.48428,-0.440686,-0.679272,-0.476475,0.6353,0.159352,-3.775509,7.663138,195.5
92,-0.487098,-0.441674,-0.682753,-0.481711,0.642281,0.163054,-3.881696,7.799079,196
93,-0.489949,-0.442671,-0.686214,-0.486947,0.649262,0.166805,-3.989913,7.934979,196.5
94,-0.492834,-0.443678,-0.689656,-0.492183,0.656244,0.170604,-4.100179,8.070787,197
95,-0.495752,-0.444696,-0.693077,-0.497419,0.663225,0.174452,-4.212513,8.206447,197.5
96,-0.498704,-0.445724,-0.696477,-0.502655,0.670206,0.17835,-4.326934,8.341905,198
97,-0.501689,-0.446763,-0.699855,-0.507891,0.677188,0.182297,-4.443459,8.477106,198.5
98,-0.504707,-0.447814,-0.703212,-0.513127,0.684169,0.186293,-4.562107,8.611994,199
99,-0.507759,-0.448876,-0.706545,-0.518363,0.69115,0.19034,-4.682894,8.746511,199.5
100,-0.510844,-0.44995,-0.709855,-0.523599,0.698132,0.194436,-4.805837,8.880601,200
