iterations,theta_1,theta_2,theta_3,phi_1,phi_2,phi_3,p_x,p_y,p_z
0,-0.500882,-0.500882,-0.500882,0.000000,0.000000,-0.000000,0.000000,-0.000000,200.000000
1,-0.501442,-0.499707,-0.500934,-0.003965,-0.004152,-0.000008,-0.000023,-0.000494,199.936567
2,-0.501977,-0.498607,-0.500980,-0.007718,-0.008082,-0.000031,-0.000086,-0.001871,199.876516
3,-0.502457,-0.497639,-0.501018,-0.011056,-0.011578,-0.000064,-0.000177,-0.003840,199.823106
4,-0.502852,-0.496853,-0.501047,-0.013790,-0.014441,-0.000100,-0.000276,-0.005974,199.779363
5,-0.503138,-0.496294,-0.501067,-0.015752,-0.016495,-0.000130,-0.000361,-0.007794,199.747971
6,-0.503291,-0.495996,-0.501077,-0.016802,-0.017595,-0.000148,-0.000410,-0.008868,199.731175
7,-0.503296,-0.495988,-0.501077,-0.016831,-0.017625,-0.000148,-0.000412,-0.008899,199.730705
8,-0.503140,-0.496289,-0.501067,-0.015768,-0.016512,-0.000130,-0.000361,-0.007810,199.747709
9,-0.502822,-0.496913,-0.501045,-0.013580,-0.014221,-0.000097,-0.000268,-0.005793,199.782720
10,-0.502344,-0.497865,-0.501009,-0.010273,-0.010758,-0.000055,-0.000153,-0.003315,199.835631
11,-0.501716,-0.499140,-0.500958,-0.005894,-0.006172,-0.000018,-0.000050,-0.001091,199.905701
12,-0.500956,-0.500725,-0.500889,-0.000526,-0.000551,-0.000000,-0.000000,-0.000009,199.991581
13,-0.500085,-0.502599,-0.500800,0.005710,0.005980,-0.000017,-0.000047,-0.001024,200.091363
14,-0.499130,-0.504728,-0.500690,0.012665,0.013263,-0.000084,-0.000233,-0.005039,200.202645
15,-0.498120,-0.507068,-0.500559,0.020164,0.021115,-0.000213,-0.000592,-0.012771,200.322619
16,-0.497084,-0.509568,-0.500407,0.028011,0.029333,-0.000411,-0.001147,-0.024641,200.448168
17,-0.496052,-0.512164,-0.500239,0.035999,0.037698,-0.000679,-0.001905,-0.040692,200.575979
18,-0.495052,-0.514787,-0.500058,0.043916,0.045989,-0.001010,-0.002855,-0.060546,200.702657
19,-0.494109,-0.517364,-0.499871,0.051553,0.053986,-0.001392,-0.003966,-0.083411,200.824848
20,-0.493246,-0.519819,-0.499684,0.058710,0.061481,-0.001806,-0.005188,-0.108146,200.939357
21,-0.492479,-0.522080,-0.499506,0.065204,0.068281,-0.002228,-0.006454,-0.133354,201.043261
22,-0.491823,-0.524080,-0.499342,0.070876,0.074221,-0.002633,-0.007689,-0.157518,201.134013
23,-0.491286,-0.525763,-0.499202,0.075596,0.079164,-0.002995,-0.008811,-0.179149,201.209531
24,-0.490874,-0.527083,-0.499089,0.079267,0.083008,-0.003294,-0.009745,-0.196931,201.268275
25,-0.490590,-0.528010,-0.499009,0.081831,0.085693,-0.003510,-0.010431,-0.209844,201.309296
26,-0.490432,-0.528531,-0.498963,0.083267,0.087197,-0.003635,-0.010826,-0.217255,201.332275
27,-0.490396,-0.528651,-0.498953,0.083596,0.087541,-0.003664,-0.010918,-0.218968,201.337531
28,-0.490475,-0.528389,-0.498976,0.082876,0.086787,-0.003601,-0.010718,-0.215222,201.326013
29,-0.490659,-0.527783,-0.499028,0.081204,0.085036,-0.003457,-0.010260,-0.206647,201.299261
30,-0.490936,-0.526882,-0.499106,0.078710,0.082425,-0.003247,-0.009600,-0.194178,201.259357
31,-0.491291,-0.525748,-0.499203,0.075553,0.079119,-0.002992,-0.008800,-0.178947,201.208848
32,-0.491704,-0.524450,-0.499312,0.071916,0.075310,-0.002710,-0.007929,-0.162166,201.150657
33,-0.492154,-0.523063,-0.499426,0.067999,0.071208,-0.002423,-0.007047,-0.145010,201.087979
34,-0.492619,-0.521662,-0.499539,0.064011,0.067032,-0.002147,-0.006210,-0.128525,201.024168
35,-0.493073,-0.520322,-0.499645,0.060164,0.063003,-0.001896,-0.005458,-0.113561,200.962619
36,-0.493491,-0.519114,-0.499739,0.056665,0.059340,-0.001682,-0.004821,-0.100754,200.906645
37,-0.493847,-0.518100,-0.499816,0.053710,0.056245,-0.001511,-0.004316,-0.090530,200.859363
38,-0.494119,-0.517337,-0.499873,0.051474,0.053903,-0.001388,-0.003954,-0.083156,200.823581
39,-0.494286,-0.516872,-0.499908,0.050106,0.052471,-0.001315,-0.003741,-0.078800,200.801701
40,-0.494333,-0.516743,-0.499917,0.049727,0.052074,-0.001295,-0.003683,-0.077612,200.795631
41,-0.494248,-0.516979,-0.499900,0.050420,0.052800,-0.001332,-0.003789,-0.079789,200.806720
42,-0.494027,-0.517595,-0.499854,0.052232,0.054697,-0.001429,-0.004075,-0.085620,200.835709
43,-0.493671,-0.518599,-0.499778,0.055169,0.057773,-0.001594,-0.004561,-0.095509,200.882705
44,-0.493188,-0.519988,-0.499671,0.059198,0.061992,-0.001836,-0.005278,-0.109952,200.947175
45,-0.492591,-0.521745,-0.499533,0.064248,0.067281,-0.002163,-0.006258,-0.129479,201.027971
46,-0.491899,-0.523844,-0.499362,0.070210,0.073524,-0.002583,-0.007538,-0.154578,201.123363
47,-0.491134,-0.526246,-0.499161,0.076944,0.080576,-0.003103,-0.009148,-0.185583,201.231106
48,-0.490320,-0.528901,-0.498931,0.084282,0.088260,-0.003724,-0.011112,-0.222570,201.348516
49,-0.489484,-0.531746,-0.498676,0.092035,0.096379,-0.004442,-0.013437,-0.265266,201.472567
50,-0.488649,-0.534711,-0.498403,0.100000,0.104720,-0.005245,-0.016110,-0.312983,201.600000
51,-0.487841,-0.537719,-0.498118,0.107965,0.113060,-0.006116,-0.019090,-0.364596,201.727433
52,-0.487079,-0.540686,-0.497828,0.115718,0.121179,-0.007028,-0.022304,-0.418567,201.851484
53,-0.486381,-0.543530,-0.497545,0.123056,0.128864,-0.007950,-0.025650,-0.473023,201.968894
54,-0.485760,-0.546168,-0.497276,0.129790,0.135916,-0.008846,-0.028996,-0.525870,202.076637
55,-0.485227,-0.548527,-0.497031,0.135752,0.142159,-0.009680,-0.032190,-0.574947,202.172029
56,-0.484787,-0.550542,-0.496819,0.140802,0.147447,-0.010416,-0.035075,-0.618188,202.252825
57,-0.484445,-0.552160,-0.496647,0.144831,0.151667,-0.011023,-0.037499,-0.653791,202.317295
58,-0.484199,-0.553345,-0.496520,0.147768,0.154742,-0.011477,-0.039337,-0.680356,202.364291
59,-0.484050,-0.554078,-0.496440,0.149580,0.156640,-0.011761,-0.040501,-0.696999,202.393280
60,-0.483993,-0.554359,-0.496410,0.150273,0.157366,-0.011871,-0.040953,-0.703417,202.404369
61,-0.484024,-0.554206,-0.496427,0.149894,0.156968,-0.011810,-0.040705,-0.699901,202.398299
62,-0.484137,-0.553651,-0.496487,0.148526,0.155536,-0.011595,-0.039821,-0.687295,202.376419
63,-0.484322,-0.552748,-0.496584,0.146290,0.153194,-0.011247,-0.038404,-0.666921,202.340637
64,-0.484571,-0.551558,-0.496711,0.143335,0.150100,-0.010796,-0.036586,-0.640457,202.293355
65,-0.484870,-0.550155,-0.496860,0.139836,0.146436,-0.010274,-0.034511,-0.609805,202.237381
66,-0.485206,-0.548622,-0.497021,0.135989,0.142408,-0.009714,-0.032322,-0.576948,202.175832
67,-0.485560,-0.547041,-0.497186,0.132001,0.138231,-0.009151,-0.030155,-0.543824,202.112021
68,-0.485915,-0.545497,-0.497345,0.128084,0.134129,-0.008615,-0.028123,-0.512223,202.049343
69,-0.486251,-0.544073,-0.497490,0.124447,0.130321,-0.008131,-0.026319,-0.483715,201.991152
70,-0.486547,-0.542843,-0.497614,0.121290,0.127015,-0.007723,-0.024817,-0.459621,201.940643
71,-0.486783,-0.541875,-0.497711,0.118796,0.124403,-0.007408,-0.023671,-0.441013,201.900739
72,-0.486943,-0.541229,-0.497775,0.117124,0.122652,-0.007200,-0.022922,-0.428750,201.873987
73,-0.487013,-0.540951,-0.497802,0.116404,0.121898,-0.007112,-0.022604,-0.423523,201.862469
74,-0.486981,-0.541078,-0.497790,0.116733,0.122242,-0.007152,-0.022749,-0.425904,201.867725
75,-0.486843,-0.541633,-0.497735,0.118169,0.123746,-0.007329,-0.023388,-0.436393,201.890704
76,-0.486599,-0.542626,-0.497636,0.120733,0.126431,-0.007652,-0.024558,-0.455429,201.931725
77,-0.486255,-0.544056,-0.497492,0.124404,0.130276,-0.008125,-0.026299,-0.483385,201.990469
78,-0.485821,-0.545906,-0.497303,0.129124,0.135219,-0.008755,-0.028653,-0.520524,202.065987
79,-0.485311,-0.548148,-0.497071,0.134796,0.141158,-0.009544,-0.031663,-0.566936,202.156739
80,-0.484745,-0.550737,-0.496799,0.141290,0.147959,-0.010489,-0.035363,-0.622454,202.260643
81,-0.484143,-0.553619,-0.496490,0.148447,0.155453,-0.011583,-0.039770,-0.686569,202.375152
82,-0.483526,-0.556726,-0.496152,0.156084,0.163451,-0.012810,-0.044877,-0.758355,202.497343
83,-0.482913,-0.559981,-0.495791,0.164001,0.171742,-0.014149,-0.050639,-0.836432,202.624021
84,-0.482325,-0.563299,-0.495416,0.171989,0.180107,-0.015568,-0.056964,-0.918954,202.751832
85,-0.481776,-0.566589,-0.495039,0.179836,0.188324,-0.017029,-0.063709,-1.003656,202.877381
86,-0.481278,-0.569762,-0.494669,0.187335,0.196176,-0.018488,-0.070677,-1.087945,202.997355
87,-0.480841,-0.572729,-0.494319,0.194290,0.203460,-0.019896,-0.077623,-1.169032,203.108637
88,-0.480469,-0.575408,-0.493999,0.200526,0.209991,-0.021202,-0.084265,-1.244101,203.208419
89,-0.480164,-0.577728,-0.493719,0.205894,0.215611,-0.022361,-0.090311,-1.310487,203.294299
90,-0.479927,-0.579631,-0.493488,0.210273,0.220197,-0.023330,-0.095477,-1.365863,203.364369
91,-0.479753,-0.581072,-0.493311,0.213580,0.223660,-0.024075,-0.099521,-1.408396,203.417280
92,-0.479642,-0.582029,-0.493194,0.215768,0.225952,-0.024575,-0.102267,-1.436878,203.452291
93,-0.479589,-0.582494,-0.493136,0.216831,0.227065,-0.024820,-0.103620,-1.450808,203.469295
94,-0.479590,-0.582481,-0.493138,0.216802,0.227034,-0.024813,-0.103583,-1.450422,203.468825
95,-0.479643,-0.582022,-0.493195,0.215752,0.225935,-0.024571,-0.102246,-1.436664,203.452029
96,-0.479743,-0.581164,-0.493300,0.213790,0.223880,-0.024123,-0.099782,-1.411115,203.420637
97,-0.479885,-0.579971,-0.493446,0.211056,0.221017,-0.023505,-0.096423,-1.375876,203.376894
98,-0.480064,-0.578520,-0.493623,0.207718,0.217522,-0.022762,-0.092436,-1.333420,203.323484
99,-0.480272,-0.576893,-0.493820,0.203965,0.213591,-0.021941,-0.088102,-1.286438,203.263433
100,-0.480500,-0.575181,-0.494026,0.200000,0.209440,-0.021090,-0.083689,-1.237681,203.200000
101,-0.480735,-0.573477,-0.494230,0.196035,0.205288,-0.020257,-0.079442,-1.189820,203.136567
102,-0.480965,-0.571870,-0.494421,0.192282,0.201357,-0.019484,-0.075569,-1.145340,203.076516
103,-0.481175,-0.570446,-0.494589,0.188944,0.197862,-0.018809,-0.072242,-1.106460,203.023106
104,-0.481351,-0.569284,-0.494725,0.186210,0.194999,-0.018265,-0.069599,-1.075096,202.979363
105,-0.481480,-0.568453,-0.494822,0.184248,0.192944,-0.017880,-0.067745,-1.052855,202.947971
106,-0.481549,-0.568008,-0.494874,0.183198,0.191845,-0.017676,-0.066769,-1.041046,202.931175
107,-0.481551,-0.567996,-0.494876,0.183169,0.191814,-0.017670,-0.066741,-1.040716,202.930705
108,-0.481481,-0.568446,-0.494823,0.184232,0.192927,-0.017877,-0.067730,-1.052670,202.947709
109,-0.481337,-0.569373,-0.494715,0.186420,0.195219,-0.018307,-0.069799,-1.077488,202.982720
110,-0.481125,-0.570780,-0.494550,0.189727,0.198682,-0.018966,-0.073012,-1.115520,203.035631
111,-0.480852,-0.572650,-0.494328,0.194106,0.203268,-0.019858,-0.077433,-1.166856,203.105701
112,-0.480530,-0.574955,-0.494053,0.199474,0.208888,-0.020979,-0.083116,-1.231277,203.191581
113,-0.480175,-0.577649,-0.493729,0.205710,0.215419,-0.022321,-0.090099,-1.308190,203.291363
114,-0.479801,-0.580673,-0.493360,0.212665,0.222703,-0.023868,-0.098390,-1.396570,203.402645
115,-0.479425,-0.583957,-0.492956,0.220164,0.230555,-0.025595,-0.107952,-1.494902,203.522619
116,-0.479063,-0.587417,-0.492524,0.228011,0.238772,-0.027469,-0.118688,-1.601164,203.648168
117,-0.478728,-0.590964,-0.492076,0.235999,0.247137,-0.029446,-0.130424,-1.712835,203.775979
118,-0.478430,-0.594504,-0.491625,0.243916,0.255428,-0.031476,-0.142901,-1.826963,203.902657
119,-0.478175,-0.597938,-0.491182,0.251553,0.263426,-0.033499,-0.155775,-1.940265,204.024848
120,-0.477965,-0.601175,-0.490760,0.258710,0.270920,-0.035455,-0.168623,-2.049282,204.139357
121,-0.477799,-0.604126,-0.490372,0.265204,0.277721,-0.037279,-0.180967,-2.150553,204.243261
122,-0.477674,-0.606714,-0.490030,0.270876,0.283660,-0.038911,-0.192302,-2.240819,204.334013
123,-0.477584,-0.608875,-0.489742,0.275596,0.288603,-0.040297,-0.202143,-2.317209,204.409531
124,-0.477523,-0.610560,-0.489517,0.279267,0.292448,-0.041393,-0.210060,-2.377428,204.468275
125,-0.477485,-0.611739,-0.489358,0.281831,0.295133,-0.042167,-0.215728,-2.419889,204.509296
126,-0.477466,-0.612400,-0.489269,0.283267,0.296637,-0.042603,-0.218954,-2.443822,204.532275
127,-0.477461,-0.612551,-0.489249,0.283596,0.296981,-0.042704,-0.219697,-2.449311,204.537531
128,-0.477471,-0.612220,-0.489294,0.282876,0.296227,-0.042484,-0.218071,-2.437289,204.526013
129,-0.477494,-0.611450,-0.489397,0.281204,0.294476,-0.041977,-0.214331,-2.409470,204.499261
130,-0.477532,-0.610304,-0.489551,0.278710,0.291864,-0.041225,-0.208843,-2.368241,204.459357
131,-0.477585,-0.608855,-0.489745,0.275553,0.288558,-0.040285,-0.202052,-2.316513,204.408848
132,-0.477653,-0.607190,-0.489967,0.271916,0.284750,-0.039215,-0.194439,-2.257556,204.350657
133,-0.477735,-0.605400,-0.490204,0.267999,0.280648,-0.038079,-0.186487,-2.194822,204.287979
134,-0.477828,-0.603583,-0.490444,0.264011,0.276471,-0.036941,-0.178649,-2.131778,204.224168
135,-0.477925,-0.601834,-0.490674,0.260164,0.272443,-0.035859,-0.171329,-2.071761,204.162619
136,-0.478022,-0.600249,-0.490881,0.256665,0.268779,-0.034891,-0.164874,-2.017861,204.106645
137,-0.478108,-0.598912,-0.491055,0.253710,0.265685,-0.034083,-0.159566,-1.972837,204.059363
138,-0.478177,-0.597903,-0.491186,0.251474,0.263343,-0.033478,-0.155637,-1.939075,204.023581
139,-0.478221,-0.597286,-0.491266,0.250106,0.261911,-0.033111,-0.153271,-1.918561,204.001701
140,-0.478233,-0.597115,-0.491288,0.249727,0.261513,-0.033010,-0.152620,-1.912888,203.995631
141,-0.478210,-0.597427,-0.491248,0.250420,0.262239,-0.033195,-0.153812,-1.923258,204.006720
142,-0.478153,-0.598245,-0.491142,0.252232,0.264137,-0.033682,-0.156961,-1.950489,204.035709
143,-0.478065,-0.599572,-0.490969,0.255169,0.267212,-0.034480,-0.162170,-1.995006,204.082705
144,-0.477951,-0.601397,-0.490731,0.259198,0.271432,-0.035591,-0.169529,-2.056825,204.147175
145,-0.477822,-0.603691,-0.490430,0.264248,0.276720,-0.037008,-0.179108,-2.135512,204.227971
146,-0.477688,-0.606410,-0.490070,0.270210,0.282963,-0.038718,-0.190945,-2.230139,204.323363
147,-0.477561,-0.609493,-0.489659,0.276944,0.290015,-0.040698,-0.205023,-2.339245,204.431106
148,-0.477453,-0.612868,-0.489206,0.284282,0.297700,-0.042914,-0.221256,-2.460800,204.548516
149,-0.477373,-0.616448,-0.488721,0.292035,0.305819,-0.045321,-0.239461,-2.592209,204.672567
150,-0.477330,-0.620142,-0.488217,0.300000,0.314159,-0.047866,-0.259336,-2.730342,204.800000
151,-0.477325,-0.623850,-0.487706,0.307965,0.322500,-0.050483,-0.280456,-2.871613,204.927433
152,-0.477359,-0.627472,-0.487203,0.315718,0.330619,-0.053101,-0.302262,-3.012105,205.051484
153,-0.477426,-0.630911,-0.486722,0.323056,0.338303,-0.055643,-0.324079,-3.147733,205.168894
154,-0.477518,-0.634074,-0.486276,0.329790,0.345355,-0.058031,-0.345146,-3.274431,205.276637
155,-0.477625,-0.636881,-0.485879,0.335752,0.351598,-0.060189,-0.364664,-3.388368,205.372029
156,-0.477734,-0.639263,-0.485540,0.340802,0.356887,-0.062050,-0.381849,-3.486147,205.452825
157,-0.477833,-0.641166,-0.485268,0.344831,0.361106,-0.063556,-0.396003,-3.565001,205.517295
158,-0.477912,-0.642554,-0.485069,0.347768,0.364182,-0.064665,-0.406572,-3.622940,205.564291
159,-0.477964,-0.643411,-0.484946,0.349580,0.366079,-0.065355,-0.413199,-3.658872,205.593280
160,-0.477984,-0.643739,-0.484899,0.350273,0.366805,-0.065620,-0.415756,-3.672655,205.604369
161,-0.477973,-0.643559,-0.484925,0.349894,0.366408,-0.065475,-0.414355,-3.665108,205.598299
162,-0.477933,-0.642913,-0.485018,0.348526,0.364976,-0.064954,-0.409335,-3.637955,205.576419
163,-0.477871,-0.641855,-0.485169,0.346290,0.362634,-0.064106,-0.401226,-3.593730,205.540637
164,-0.477795,-0.640459,-0.485369,0.343335,0.359539,-0.062994,-0.390701,-3.535634,205.493355
165,-0.477712,-0.638808,-0.485605,0.339836,0.355876,-0.061692,-0.378517,-3.467368,205.437381
166,-0.477630,-0.636994,-0.485863,0.335989,0.351847,-0.060276,-0.365459,-3.392944,205.375832
167,-0.477555,-0.635115,-0.486129,0.332001,0.347671,-0.058827,-0.352290,-3.316502,205.312021
168,-0.477492,-0.633272,-0.486390,0.328084,0.343569,-0.057421,-0.339713,-3.242135,205.249343
169,-0.477443,-0.631564,-0.486630,0.324447,0.339760,-0.056132,-0.328348,-3.173732,205.191152
170,-0.477407,-0.630082,-0.486838,0.321290,0.336454,-0.055026,-0.318722,-3.114865,205.140643
171,-0.477383,-0.628913,-0.487002,0.318796,0.333843,-0.054160,-0.311272,-3.068691,205.100739
172,-0.477369,-0.628130,-0.487111,0.317124,0.332092,-0.053584,-0.306353,-3.037901,205.073987
173,-0.477364,-0.627793,-0.487158,0.316404,0.331338,-0.053336,-0.304253,-3.024685,205.062469
174,-0.477366,-0.627947,-0.487137,0.316733,0.331682,-0.053449,-0.305210,-3.030713,205.067725
175,-0.477377,-0.628619,-0.487043,0.318169,0.333186,-0.053943,-0.309420,-3.057125,205.090704
176,-0.477401,-0.629821,-0.486875,0.320733,0.335871,-0.054832,-0.317045,-3.104519,205.131725
177,-0.477442,-0.631544,-0.486633,0.324404,0.339715,-0.056117,-0.328216,-3.172932,205.190469
178,-0.477508,-0.633761,-0.486321,0.329124,0.344658,-0.057793,-0.343018,-3.261813,205.265987
179,-0.477606,-0.636431,-0.485943,0.334796,0.350598,-0.059840,-0.361480,-3.369995,205.356739
180,-0.477745,-0.639494,-0.485507,0.341290,0.357398,-0.062231,-0.383545,-3.495671,205.460643
181,-0.477931,-0.642875,-0.485023,0.348447,0.364893,-0.064923,-0.409046,-3.636386,205.575152
182,-0.478168,-0.646490,-0.484502,0.356084,0.372890,-0.067863,-0.437673,-3.789053,205.697343
183,-0.478457,-0.650243,-0.483959,0.364001,0.381181,-0.070984,-0.468950,-3.950012,205.824021
184,-0.478793,-0.654035,-0.483406,0.371989,0.389546,-0.074208,-0.502217,-4.115124,205.951832
185,-0.479168,-0.657763,-0.482859,0.379836,0.397764,-0.077450,-0.536628,-4.279909,206.077381
186,-0.479569,-0.661328,-0.482333,0.387335,0.405616,-0.080617,-0.571171,-4.439723,206.197355
187,-0.479977,-0.664635,-0.481843,0.394290,0.412899,-0.083616,-0.604708,-4.589962,206.308637
188,-0.480375,-0.667601,-0.481402,0.400526,0.419430,-0.086354,-0.636040,-4.726277,206.408419
189,-0.480741,-0.670154,-0.481020,0.405894,0.425051,-0.088750,-0.663987,-4.844788,206.494299
190,-0.481056,-0.672236,-0.480708,0.410273,0.429637,-0.090730,-0.687474,-4.942280,206.564369
191,-0.481304,-0.673808,-0.480472,0.413580,0.433100,-0.092242,-0.705626,-5.016365,206.617280
192,-0.481472,-0.674847,-0.480316,0.415768,0.435391,-0.093249,-0.717836,-5.065606,206.652291
193,-0.481556,-0.675352,-0.480240,0.416831,0.436504,-0.093740,-0.723824,-5.089585,206.669295
194,-0.481553,-0.675338,-0.480242,0.416802,0.436474,-0.093727,-0.723657,-5.088920,206.668825
195,-0.481471,-0.674840,-0.480317,0.415752,0.435374,-0.093241,-0.717744,-5.065238,206.652029
196,-0.481320,-0.673907,-0.480457,0.413790,0.433320,-0.092338,-0.706790,-5.021080,206.620637
197,-0.481114,-0.672608,-0.480653,0.411056,0.430457,-0.091087,-0.691739,-4.959781,206.576894
198,-0.480870,-0.671021,-0.480891,0.407718,0.426961,-0.089572,-0.673694,-4.885308,206.523484
199,-0.480607,-0.669236,-0.481158,0.403965,0.423031,-0.087885,-0.653837,-4.802068,206.463433
200,-0.480340,-0.667351,-0.481439,0.400000,0.418879,-0.086121,-0.633350,-4.714717,206.400000
201,-0.480086,-0.665466,-0.481720,0.396035,0.414727,-0.084377,-0.613357,-4.627967,206.336567
202,-0.479856,-0.663681,-0.481985,0.392282,0.410797,-0.082744,-0.594877,-4.546400,206.276516
203,-0.479660,-0.662093,-0.482220,0.388944,0.407301,-0.081306,-0.578802,-4.474318,206.223106
204,-0.479506,-0.660793,-0.482412,0.386210,0.404438,-0.080138,-0.565885,-4.415612,206.179363
205,-0.479399,-0.659860,-0.482550,0.384248,0.402384,-0.079305,-0.556752,-4.373665,206.147971
206,-0.479343,-0.659361,-0.482624,0.383198,0.401284,-0.078861,-0.551913,-4.351286,206.131175
207,-0.479341,-0.659347,-0.482626,0.383169,0.401254,-0.078849,-0.551778,-4.350660,206.130705
208,-0.479398,-0.659852,-0.482551,0.384232,0.402367,-0.079298,-0.556677,-4.373316,206.147709
209,-0.479518,-0.660893,-0.482398,0.386420,0.404658,-0.080227,-0.566869,-4.420107,206.182720
210,-0.479705,-0.662465,-0.482165,0.389727,0.408121,-0.081642,-0.582541,-4.491183,206.235631
211,-0.479966,-0.664548,-0.481856,0.394106,0.412707,-0.083536,-0.603804,-4.585972,206.305701
212,-0.480306,-0.667101,-0.481476,0.399474,0.418328,-0.085889,-0.630668,-4.703168,206.391581
213,-0.480728,-0.670067,-0.481033,0.405710,0.424859,-0.088667,-0.663016,-4.840717,206.491363
214,-0.481234,-0.673373,-0.480538,0.412665,0.432142,-0.091822,-0.700569,-4.995834,206.602645
215,-0.481823,-0.676935,-0.480001,0.420164,0.439994,-0.095290,-0.742848,-5.165039,206.722619
216,-0.482486,-0.680660,-0.479438,0.428011,0.448212,-0.098995,-0.789142,-5.344236,206.848168
217,-0.483213,-0.684446,-0.478864,0.435999,0.456577,-0.102844,-0.838490,-5.528826,206.975979
218,-0.483985,-0.688193,-0.478293,0.443916,0.464868,-0.106739,-0.889675,-5.713862,207.102657
219,-0.484779,-0.691800,-0.477741,0.451553,0.472865,-0.110571,-0.941257,-5.894237,207.224848
220,-0.485568,-0.695173,-0.477224,0.458710,0.480360,-0.114229,-0.991620,-6.064897,207.339357
221,-0.486322,-0.698227,-0.476754,0.465204,0.487160,-0.117605,-1.039054,-6.221062,207.443261
222,-0.487010,-0.700888,-0.476344,0.470876,0.493100,-0.120598,-1.081867,-6.358445,207.534013
223,-0.487605,-0.703098,-0.476003,0.475596,0.498043,-0.123121,-1.118494,-6.473443,207.609531
224,-0.488081,-0.704814,-0.475738,0.479267,0.501887,-0.125102,-1.147624,-6.563310,207.668275
225,-0.488420,-0.706011,-0.475553,0.481831,0.504572,-0.126497,-1.168301,-6.626274,207.709296
226,-0.488613,-0.706681,-0.475449,0.483267,0.506076,-0.127282,-1.180005,-6.661618,207.732275
227,-0.488658,-0.706834,-0.475426,0.483596,0.506420,-0.127462,-1.182695,-6.669711,207.737531
228,-0.488560,-0.706498,-0.475478,0.482876,0.505666,-0.127068,-1.176807,-6.651981,207.726013
229,-0.488337,-0.705719,-0.475598,0.481204,0.503915,-0.126155,-1.163217,-6.610855,207.699261
230,-0.488008,-0.704554,-0.475778,0.478710,0.501304,-0.124800,-1.143165,-6.549644,207.659357
231,-0.487599,-0.703078,-0.476006,0.475553,0.497998,-0.123098,-1.118158,-6.472399,207.608848
232,-0.487140,-0.701376,-0.476269,0.471916,0.494189,-0.121152,-1.089860,-6.383738,207.550657
233,-0.486658,-0.699539,-0.476552,0.467999,0.490087,-0.119075,-1.059987,-6.288645,207.487979
234,-0.486181,-0.697666,-0.476841,0.464011,0.485911,-0.116981,-1.030212,-6.192276,207.424168
235,-0.485734,-0.695858,-0.477119,0.460164,0.481882,-0.114980,-1.002094,-6.099753,207.362619
236,-0.485338,-0.694210,-0.477372,0.456665,0.478219,-0.113178,-0.977030,-6.015988,207.306645
237,-0.485012,-0.692818,-0.477585,0.453710,0.475124,-0.111667,-0.956229,-5.945514,207.259363
238,-0.484770,-0.691763,-0.477747,0.451474,0.472782,-0.110531,-0.940711,-5.892357,207.223581
239,-0.484625,-0.691117,-0.477846,0.450106,0.471350,-0.109839,-0.931317,-5.859928,207.201701
240,-0.484585,-0.690938,-0.477873,0.449727,0.470953,-0.109648,-0.928723,-5.850942,207.195631
241,-0.484658,-0.691266,-0.477823,0.450420,0.471679,-0.109998,-0.933466,-5.867363,207.206720
242,-0.484852,-0.692120,-0.477692,0.452232,0.473576,-0.110915,-0.945950,-5.910358,207.235709
243,-0.485172,-0.693505,-0.477480,0.455169,0.476652,-0.112411,-0.966456,-5.980272,207.282705
244,-0.485623,-0.695403,-0.477189,0.459198,0.480872,-0.114481,-0.995131,-6.076606,207.347175
245,-0.486209,-0.697778,-0.476823,0.464248,0.486160,-0.117105,-1.031969,-6.198006,207.427971
246,-0.486928,-0.700576,-0.476392,0.470210,0.492403,-0.120245,-1.076775,-6.342277,207.523363
247,-0.487778,-0.703729,-0.475906,0.476944,0.499455,-0.123846,-1.129127,-6.506407,207.631106
248,-0.488751,-0.707154,-0.475376,0.484282,0.507139,-0.127838,-1.188331,-6.686631,207.748516
249,-0.489831,-0.710760,-0.474817,0.492035,0.515258,-0.132132,-1.253383,-6.878526,207.872567
250,-0.490997,-0.714449,-0.474245,0.500000,0.523599,-0.136624,-1.322948,-7.077147,208.000000
251,-0.492223,-0.718121,-0.473674,0.507965,0.531939,-0.141201,-1.395360,-7.277193,208.127433
252,-0.493473,-0.721679,-0.473121,0.515718,0.540058,-0.145737,-1.468651,-7.473213,208.251484
253,-0.494709,-0.725029,-0.472600,0.523056,0.547743,-0.150104,-1.540621,-7.659823,208.368894
254,-0.495889,-0.728089,-0.472125,0.529790,0.554795,-0.154176,-1.608940,-7.831929,208.476637
255,-0.496971,-0.730784,-0.471705,0.535752,0.561038,-0.157832,-1.671278,-7.984946,208.572029
256,-0.497914,-0.733058,-0.471352,0.540802,0.566326,-0.160966,-1.725461,-8.114987,208.652825
257,-0.498685,-0.734865,-0.471072,0.544831,0.570546,-0.163492,-1.769619,-8.219021,208.717295
258,-0.499258,-0.736178,-0.470868,0.547768,0.573621,-0.165347,-1.802328,-8.294999,208.764291
259,-0.499615,-0.736987,-0.470743,0.549580,0.575519,-0.166498,-1.822726,-8.341923,208.793280
260,-0.499753,-0.737296,-0.470695,0.550273,0.576245,-0.166939,-1.830574,-8.359884,208.804369
261,-0.499677,-0.737127,-0.470721,0.549894,0.575847,-0.166697,-1.826275,-8.350052,208.798299
