iterations,theta_1,theta_2,theta_3,phi_1,phi_2,phi_3,p_x,p_y,p_z
53,-0.691677,-0.872355,-0.719649,0.323759,0.37001,-0.061106,-0.681562,-3.416086,276.5
54,-0.692797,-0.876913,-0.720831,0.329867,0.376991,-0.063481,-0.715216,-3.539015,277
55,-0.693938,-0.88148,-0.722017,0.335976,0.383972,-0.065905,-0.750062,-3.663686,277.5
56,-0.695099,-0.886057,-0.723208,0.342085,0.390954,-0.068376,-0.786128,-3.790065,278
57,-0.696281,-0.890643,-0.724403,0.348193,0.397935,-0.070896,-0.823444,-3.918122,278.5
58,-0.697485,-0.895237,-0.725602,0.354302,0.404916,-0.073465,-0.862039,-4.04782,279
59,-0.698709,-0.89984,-0.726807,0.36041,0.411898,-0.076083,-0.901944,-4.179127,279.5
60,-0.699955,-0.90445,-0.728017,0.366519,0.418879,-0.078749,-0.943189,-4.312006,280
61,-0.701223,-0.909066,-0.729233,0.372628,0.42586,-0.081465,-0.985804,-4.446422,280.5
62,-0.702513,-0.91369,-0.730454,0.378736,0.432842,-0.084231,-1.029821,-4.582337,281
63,-0.703825,-0.918319,-0.731682,0.384845,0.439823,-0.087046,-1.07527,-4.719715,281.5
64,-0.70516,-0.922954,-0.732916,0.390954,0.446804,-0.089911,-1.122183,-4.858517,282
65,-0.706517,-0.927594,-0.734156,0.397062,0.453786,-0.092826,-1.170591,-4.998703,282.5
66,-0.707897,-0.932239,-0.735404,0.403171,0.460767,-0.095792,-1.220527,-5.140234,283
67,-0.7093,-0.936888,-0.736658,0.40928,0.467748,-0.098808,-1.272021,-5.28307,283.5
68,-0.710726,-0.94154,-0.73792,0.415388,0.47473,-0.101875,-1.325107,-5.427168,284
69,-0.712176,-0.946195,-0.73919,0.421497,0.481711,-0.104994,-1.379816,-5.572487,284.5
70,-0.71365,-0.950853,-0.740468,0.427606,0.488692,-0.108163,-1.436182,-5.718983,285
71,-0.715147,-0.955513,-0.741754,0.433714,0.495674,-0.111385,-1.494235,-5.866612,285.5
72,-0.716668,-0.960175,-0.743048,0.439823,0.502655,-0.114658,-1.55401,-6.01533,286
73,-0.718214,-0.964838,-0.744352,0.445932,0.509636,-0.117983,-1.615538,-6.16509,286.5
74,-0.719785,-0.969501,-0.745664,0.45204,0.516617,-0.121361,-1.678853,-6.315847,287
75,-0.72138,-0.974164,-0.746986,0.458149,0.523599,-0.124792,-1.743986,-6.467554,287.5
76,-0.723,-0.978827,-0.748318,0.464258,0.53058,-0.128275,-1.810972,-6.620161,288
77,-0.724645,-0.983489,-0.749659,0.470366,0.537561,-0.131812,-1.879843,-6.773621,288.5
78,-0.726316,-0.988149,-0.751011,0.476475,0.544543,-0.135402,-1.950631,-6.927882,289
79,-0.728013,-0.992807,-0.752374,0.482584,0.551524,-0.139046,-2.023369,-7.082895,289.5
80,-0.729735,-0.997463,-0.753748,0.488692,0.558505,-0.142744,-2.09809,-7.238608,290
81,-0.731483,-1.002115,-0.755133,0.494801,0.565487,-0.146497,-2.174826,-7.394968,290.5
82,-0.733258,-1.006764,-0.756529,0.500909,0.572468,-0.150304,-2.25361,-7.551921,291
83,-0.735059,-1.011408,-0.757938,0.507018,0.579449,-0.154166,-2.334474,-7.709414,291.5
84,-0.736886,-1.016048,-0.759359,0.513127,0.586431,-0.158083,-2.41745,-7.867391,292
85,-0.738741,-1.020682,-0.760792,0.519235,0.593412,-0.162056,-2.50257,-8.025796,292.5
86,-0.740622,-1.025311,-0.762239,0.525344,0.600393,-0.166085,-2.589866,-8.184571,293
87,-0.742531,-1.029933,-0.763699,0.531453,0.607375,-0.170169,-2.679369,-8.34366,293.5
88,-0.744467,-1.034548,-0.765172,0.537561,0.614356,-0.17431,-2.77111,-8.503002,294
89,-0.746431,-1.039155,-0.76666,0.54367,0.621337,-0.178508,-2.865121,-8.662538,294.5
90,-0.748422,-1.043755,-0.768161,0.549779,0.628319,-0.182763,-2.961431,-8.822208,295
91,-0.750442,-1.048345,-0.769678,0.555887,0.6353,-0.187075,-3.060071,-8.981949,295.5
92,-0.752489,-1.052927,-0.77121,0.561996,0.642281,-0.191445,-3.161071,-9.141698,296
93,-0.754565,-1.057498,-0.772757,0.568105,0.649262,-0.195873,-3.264459,-9.301393,296.5
94,-0.75667,-1.062059,-0.77432,0.574213,0.656244,-0.20036,-3.370266,-9.460968,297
95,-0.758803,-1.066609,-0.775899,0.580322,0.663225,-0.204904,-3.478519,-9.620358,297.5
96,-0.760965,-1.071147,-0.777495,0.586431,0.670206,-0.209508,-3.589246,-9.779496,298
97,-0.763155,-1.075673,-0.779108,0.592539,0.677188,-0.214171,-3.702474,-9.938315,298.5
98,-0.765375,-1.080185,-0.780738,0.598648,0.684169,-0.218894,-3.818231,-10.096747,299
99,-0.767624,-1.084685,-0.782386,0.604757,0.69115,-0.223676,-3.936542,-10.254721,299.5
100,-0.769903,-1.08917,-0.784053,0.610865,0.698132,-0.228519,-4.057433,-10.412168,300
