iterations,theta_1,theta_2,theta_3,phi_1,phi_2,phi_3,p_x,p_y,p_z
85,-0.338735,-0.509848,-0.337666,0.402492,0.252893,-0.051857,1.288801,-3.011119,158.049842
86,-0.338709,-0.510679,-0.337590,0.404248,0.253997,-0.052319,1.298479,-3.037055,158.084964
87,-0.338675,-0.511812,-0.337487,0.406638,0.255498,-0.052952,1.311674,-3.072526,158.132768
88,-0.338633,-0.513277,-0.337353,0.409727,0.257439,-0.053775,1.328764,-3.118650,158.194539
89,-0.338583,-0.515099,-0.337186,0.413561,0.259848,-0.054806,1.350035,-3.176359,158.271218
90,-0.338527,-0.517293,-0.336985,0.418169,0.262743,-0.056059,1.375681,-3.246383,158.363380
91,-0.338467,-0.519868,-0.336749,0.423561,0.266131,-0.057544,1.405790,-3.329233,158.471218
92,-0.338406,-0.522820,-0.336478,0.429727,0.270005,-0.059267,1.440344,-3.425184,158.594539
93,-0.338347,-0.526140,-0.336172,0.436638,0.274348,-0.061231,1.479210,-3.534259,158.732768
94,-0.338294,-0.529807,-0.335834,0.444248,0.279129,-0.063433,1.522142,-3.656210,158.884964
95,-0.338250,-0.533793,-0.335465,0.452492,0.284309,-0.065865,1.568781,-3.790505,159.049842
96,-0.338222,-0.538063,-0.335069,0.461290,0.289837,-0.068514,1.618658,-3.936320,159.225804
97,-0.338211,-0.542572,-0.334648,0.470549,0.295655,-0.071363,1.671209,-4.092529,159.410981
98,-0.338222,-0.547270,-0.334207,0.480164,0.301696,-0.074387,1.725785,-4.257716,159.603274
99,-0.338258,-0.552104,-0.333751,0.490021,0.307889,-0.077558,1.781673,-4.430187,159.800411
100,-0.338320,-0.557013,-0.333284,0.500000,0.314159,-0.080840,1.838115,-4.608000,160.000000
101,-0.338409,-0.561937,-0.332812,0.509979,0.320430,-0.084197,1.894339,-4.789002,160.199589
102,-0.338524,-0.566814,-0.332340,0.519836,0.326623,-0.087585,1.949581,-4.970885,160.396726
103,-0.338663,-0.571583,-0.331875,0.529451,0.332664,-0.090959,2.003112,-5.151243,160.589019
104,-0.338823,-0.576185,-0.331422,0.538710,0.338481,-0.094275,2.054263,-5.327651,160.774196
105,-0.338999,-0.580567,-0.330986,0.547508,0.344009,-0.097486,2.102446,-5.497736,160.950158
106,-0.339187,-0.584680,-0.330573,0.555752,0.349189,-0.100548,2.147167,-5.659259,161.115036
107,-0.339379,-0.588481,-0.330188,0.563362,0.353971,-0.103421,2.188040,-5.810188,161.267232
108,-0.339571,-0.591937,-0.329835,0.570273,0.358313,-0.106069,2.224790,-5.948778,161.405461
109,-0.339755,-0.595024,-0.329518,0.576439,0.362187,-0.108462,2.257252,-6.073624,161.528782
110,-0.339927,-0.597725,-0.329237,0.581831,0.365575,-0.110580,2.285372,-6.183720,161.636620
111,-0.340082,-0.600034,-0.328996,0.586439,0.368471,-0.112407,2.309195,-6.278491,161.728782
112,-0.340217,-0.601957,-0.328795,0.590273,0.370880,-0.113940,2.328863,-6.357815,161.805461
113,-0.340329,-0.603506,-0.328631,0.593362,0.372820,-0.115184,2.344603,-6.422028,161.867232
114,-0.340418,-0.604705,-0.328504,0.595752,0.374322,-0.116151,2.356717,-6.471912,161.915036
115,-0.340485,-0.605586,-0.328411,0.597508,0.375425,-0.116865,2.365580,-6.508668,161.950158
116,-0.340532,-0.606189,-0.328347,0.598710,0.376180,-0.117354,2.371628,-6.533875,161.974196
117,-0.340561,-0.606561,-0.328307,0.599451,0.376646,-0.117657,2.375349,-6.549440,161.989019
118,-0.340576,-0.606755,-0.328286,0.599836,0.376888,-0.117814,2.377282,-6.557540,161.996726
119,-0.340581,-0.606826,-0.328279,0.599979,0.376978,-0.117873,2.378000,-6.560549,161.999589
120,-0.340582,-0.606837,-0.328278,0.600000,0.376991,-0.117881,2.378102,-6.560981,162.000000
121,-0.340583,-0.606847,-0.328276,0.600021,0.377004,-0.117890,2.378205,-6.561413,162.000411
122,-0.340589,-0.606919,-0.328269,0.600164,0.377094,-0.117948,2.378923,-6.564423,162.003274
123,-0.340604,-0.607112,-0.328248,0.600549,0.377336,-0.118106,2.380852,-6.572530,162.010981
124,-0.340633,-0.607484,-0.328208,0.601290,0.377802,-0.118410,2.384559,-6.588135,162.025804
125,-0.340681,-0.608088,-0.328144,0.602492,0.378557,-0.118903,2.390558,-6.613473,162.049842
126,-0.340753,-0.608969,-0.328049,0.604248,0.379660,-0.119626,2.399294,-6.650569,162.084964
127,-0.340852,-0.610169,-0.327921,0.606638,0.381162,-0.120614,2.411130,-6.701202,162.132768
128,-0.340983,-0.611720,-0.327753,0.609727,0.383103,-0.121897,2.426328,-6.766870,162.194539
129,-0.341150,-0.613646,-0.327544,0.613561,0.385512,-0.123501,2.445040,-6.848764,162.271218
130,-0.341359,-0.615961,-0.327292,0.618169,0.388407,-0.125444,2.467296,-6.947743,162.363380
131,-0.341614,-0.618670,-0.326994,0.623561,0.391795,-0.127739,2.493004,-7.064313,162.471218
132,-0.341920,-0.621768,-0.326651,0.629727,0.395669,-0.130392,2.521943,-7.198612,162.594539
133,-0.342281,-0.625241,-0.326262,0.636638,0.400012,-0.133402,2.553769,-7.350394,162.732768
134,-0.342701,-0.629065,-0.325830,0.644248,0.404793,-0.136761,2.588030,-7.519020,162.884964
135,-0.343183,-0.633206,-0.325355,0.652492,0.409973,-0.140453,2.624174,-7.703459,163.049842
136,-0.343730,-0.637624,-0.324842,0.661290,0.415501,-0.144455,2.661573,-7.902291,163.225804
137,-0.344342,-0.642270,-0.324295,0.670549,0.421318,-0.148735,2.699549,-8.113726,163.410981
138,-0.345019,-0.647091,-0.323718,0.680164,0.427359,-0.153256,2.737404,-8.335624,163.603274
139,-0.345757,-0.652028,-0.323117,0.690021,0.433553,-0.157970,2.774449,-8.565541,163.800411
140,-0.346551,-0.657019,-0.322500,0.700000,0.439823,-0.162826,2.810040,-8.800773,164.000000
141,-0.347393,-0.662003,-0.321873,0.709979,0.446093,-0.167767,2.843603,-9.038427,164.199589
142,-0.348273,-0.666917,-0.321244,0.719836,0.452286,-0.172731,2.874666,-9.275486,164.396726
143,-0.349180,-0.671700,-0.320621,0.729451,0.458328,-0.177653,2.902873,-9.508896,164.589019
144,-0.350098,-0.676297,-0.320012,0.738710,0.464145,-0.182469,2.927995,-9.735652,164.774196
145,-0.351014,-0.680654,-0.319426,0.747508,0.469673,-0.187115,2.949936,-9.952886,164.950158
146,-0.351910,-0.684728,-0.318869,0.755752,0.474853,-0.191530,2.968724,-10.157958,165.115036
147,-0.352770,-0.688480,-0.318349,0.763362,0.479634,-0.195658,2.984494,-10.348533,165.267232
148,-0.353580,-0.691879,-0.317872,0.770273,0.483977,-0.199453,2.997468,-10.522657,165.405461
149,-0.354326,-0.694905,-0.317442,0.776439,0.487851,-0.202874,3.007930,-10.678817,165.528782
150,-0.354996,-0.697546,-0.317063,0.781831,0.491239,-0.205894,3.016198,-10.815990,165.636620
151,-0.355583,-0.699799,-0.316736,0.786439,0.494134,-0.208495,3.022601,-10.933672,165.728782
152,-0.356080,-0.701671,-0.316463,0.790273,0.496543,-0.210674,3.027453,-11.031895,165.805461
153,-0.356488,-0.703177,-0.316242,0.793362,0.498484,-0.212439,3.031044,-11.111223,165.867232
154,-0.356807,-0.704341,-0.316070,0.795752,0.499986,-0.213811,3.033626,-11.172737,165.915036
155,-0.357043,-0.705195,-0.315944,0.797508,0.501089,-0.214823,3.035413,-11.217999,165.950158
156,-0.357207,-0.705779,-0.315857,0.798710,0.501844,-0.215517,3.036582,-11.249009,165.974196
157,-0.357308,-0.706140,-0.315803,0.799451,0.502310,-0.215945,3.037280,-11.268146,165.989019
158,-0.357360,-0.706327,-0.315775,0.799836,0.502552,-0.216168,3.037637,-11.278099,165.996726
159,-0.357380,-0.706397,-0.315765,0.799979,0.502642,-0.216251,3.037768,-11.281797,165.999589
160,-0.357383,-0.706407,-0.315764,0.800000,0.502655,-0.216263,3.037787,-11.282328,166.000000
161,-0.357385,-0.706416,-0.315762,0.800021,0.502668,-0.216275,3.037806,-11.282858,166.000411
162,-0.357405,-0.706486,-0.315752,0.800164,0.502758,-0.216358,3.037936,-11.286557,166.003274
163,-0.357458,-0.706673,-0.315724,0.800549,0.503000,-0.216581,3.038285,-11.296516,166.010981
164,-0.357560,-0.707033,-0.315670,0.801290,0.503465,-0.217011,3.038941,-11.315677,166.025804
165,-0.357726,-0.707617,-0.315583,0.802492,0.504221,-0.217709,3.039970,-11.346770,166.049842
166,-0.357970,-0.708469,-0.315455,0.804248,0.505324,-0.218731,3.041392,-11.392248,166.084964
167,-0.358305,-0.709628,-0.315280,0.806638,0.506826,-0.220127,3.043174,-11.454237,166.132768
168,-0.358743,-0.711123,-0.315054,0.809727,0.508766,-0.221938,3.045209,-11.534486,166.194539
169,-0.359296,-0.712977,-0.314772,0.813561,0.511175,-0.224199,3.047312,-11.634337,166.271218
170,-0.359972,-0.715200,-0.314431,0.818169,0.514071,-0.226934,3.049212,-11.754684,166.363380
171,-0.360781,-0.717796,-0.314029,0.823561,0.517459,-0.230160,3.050553,-11.895957,166.471218
172,-0.361728,-0.720756,-0.313566,0.829727,0.521333,-0.233882,3.050898,-12.058102,166.594539
173,-0.362820,-0.724063,-0.313043,0.836638,0.525675,-0.238096,3.049748,-12.240573,166.732768
174,-0.364060,-0.727690,-0.312461,0.844248,0.530457,-0.242789,3.046562,-12.442338,166.884964
175,-0.365446,-0.731603,-0.311825,0.852492,0.535637,-0.247934,3.040788,-12.661891,167.049842
176,-0.366977,-0.735759,-0.311139,0.861290,0.541165,-0.253496,3.031893,-12.897272,167.225804
177,-0.368647,-0.740109,-0.310409,0.870549,0.546982,-0.259430,3.019406,-13.146109,167.410981
178,-0.370446,-0.744599,-0.309643,0.880164,0.553023,-0.265680,3.002959,-13.405665,167.603274
179,-0.372359,-0.749172,-0.308849,0.890021,0.559216,-0.272181,2.982315,-13.672904,167.800411
180,-0.374369,-0.753771,-0.308038,0.900000,0.565487,-0.278860,2.957410,-13.944561,168.000000
181,-0.376454,-0.758337,-0.307218,0.909979,0.571757,-0.285637,2.928370,-14.217227,168.199589
182,-0.378588,-0.762812,-0.306401,0.919836,0.577950,-0.292428,2.895525,-14.487443,168.396726
183,-0.380743,-0.767144,-0.305597,0.929451,0.583991,-0.299147,2.859404,-14.751792,168.589019
184,-0.382887,-0.771282,-0.304817,0.938710,0.589809,-0.305705,2.820721,-15.006996,168.774196
185,-0.384988,-0.775183,-0.304071,0.947508,0.595337,-0.312018,2.780341,-15.250009,168.950158
186,-0.387014,-0.778810,-0.303367,0.955752,0.600517,-0.318005,2.739239,-15.478098,169.115036
187,-0.388934,-0.782134,-0.302715,0.963362,0.605298,-0.323594,2.698442,-15.688921,169.267232
188,-0.390720,-0.785131,-0.302119,0.970273,0.609641,-0.328722,2.658974,-15.880586,169.405461
189,-0.392347,-0.787787,-0.301586,0.976439,0.613515,-0.333339,2.621794,-16.051701,169.528782
190,-0.393796,-0.790096,-0.301118,0.981831,0.616903,-0.337409,2.587741,-16.201405,169.636620
191,-0.395055,-0.792058,-0.300718,0.986439,0.619798,-0.340911,2.557486,-16.329387,169.728782
192,-0.396116,-0.793684,-0.300384,0.990273,0.622207,-0.343843,2.531498,-16.435889,169.805461
193,-0.396980,-0.794989,-0.300115,0.993362,0.624148,-0.346215,2.510019,-16.521692,169.867232
194,-0.397655,-0.795995,-0.299906,0.995752,0.625649,-0.348058,2.493061,-16.588096,169.915036
195,-0.398154,-0.796733,-0.299753,0.997508,0.626753,-0.349416,2.480416,-16.636884,169.950158
196,-0.398497,-0.797237,-0.299648,0.998710,0.627508,-0.350348,2.471669,-16.670275,169.974196
197,-0.398709,-0.797547,-0.299583,0.999451,0.627974,-0.350923,2.466238,-16.690866,169.989019
198,-0.398819,-0.797709,-0.299549,0.999836,0.628216,-0.351222,2.463403,-16.701572,169.996726
199,-0.398860,-0.797769,-0.299537,0.999979,0.628306,-0.351333,2.462348,-16.705549,169.999589
200,-0.398866,-0.797777,-0.299535,1.000000,0.628319,-0.351349,2.462197,-16.706119,170.000000
201,-0.398872,-0.797786,-0.299533,1.000021,0.628331,-0.351365,2.462045,-16.706690,170.000411
202,-0.398913,-0.797846,-0.299521,1.000164,0.628421,-0.351476,2.460989,-16.710667,170.003274
203,-0.399024,-0.798007,-0.299487,1.000549,0.628663,-0.351776,2.458140,-16.721372,170.010981
204,-0.399237,-0.798317,-0.299422,1.001290,0.629129,-0.352353,2.452638,-16.741963,170.025804
205,-0.399584,-0.798819,-0.299317,1.002492,0.629884,-0.353289,2.443656,-16.775352,170.049842
206,-0.400093,-0.799551,-0.299163,1.004248,0.630988,-0.354659,2.430397,-16.824135,170.084964
207,-0.400791,-0.800545,-0.298954,1.006638,0.632490,-0.356530,2.412092,-16.890528,170.132768
208,-0.401699,-0.801825,-0.298683,1.009727,0.634430,-0.358957,2.387994,-16.976309,170.194539
209,-0.402839,-0.803407,-0.298347,1.013561,0.636839,-0.361983,2.357380,-17.082771,170.271218
210,-0.404227,-0.805300,-0.297942,1.018169,0.639734,-0.365642,2.319550,-17.210689,170.363380
211,-0.405875,-0.807500,-0.297468,1.023561,0.643122,-0.369951,2.273841,-17.360292,170.471218
212,-0.407792,-0.809998,-0.296926,1.029727,0.646997,-0.374919,2.219643,-17.531254,170.594539
213,-0.409983,-0.812774,-0.296318,1.036638,0.651339,-0.380535,2.156422,-17.722698,170.732768
214,-0.412445,-0.815801,-0.295648,1.044248,0.656120,-0.386780,2.083757,-17.933207,170.884964
215,-0.415174,-0.819044,-0.294924,1.052492,0.661300,-0.393617,2.001379,-18.160863,171.049842
216,-0.418158,-0.822462,-0.294151,1.061290,0.666828,-0.400997,1.909212,-18.403290,171.225804
217,-0.421376,-0.826012,-0.293340,1.070549,0.672646,-0.408856,1.807413,-18.657715,171.410981
218,-0.424806,-0.829644,-0.292500,1.080164,0.678687,-0.417119,1.696416,-18.921047,171.603274
219,-0.428415,-0.833309,-0.291643,1.090021,0.684880,-0.425698,1.576955,-19.189961,171.800411
220,-0.432166,-0.836957,-0.290780,1.100000,0.691150,-0.434496,1.450086,-19.460996,172.000000
221,-0.436015,-0.840542,-0.289923,1.109979,0.697421,-0.443407,1.317181,-19.730651,172.199589
222,-0.439913,-0.844019,-0.289083,1.119836,0.703614,-0.452322,1.179911,-19.995493,172.396726
223,-0.443810,-0.847347,-0.288271,1.129451,0.709655,-0.461125,1.040205,-20.252251,172.589019
224,-0.447650,-0.850492,-0.287498,1.138710,0.715472,-0.469704,0.900190,-20.497903,172.774196
225,-0.451380,-0.853424,-0.286771,1.147508,0.721000,-0.477949,0.762113,-20.729758,172.950158
226,-0.454946,-0.856120,-0.286097,1.155752,0.726180,-0.485757,0.628248,-20.945517,173.115036
227,-0.458299,-0.858565,-0.285483,1.163362,0.730962,-0.493035,0.500799,-21.143318,173.267232
228,-0.461396,-0.860749,-0.284932,1.170273,0.735304,-0.499705,0.381796,-21.321769,173.405461
229,-0.464201,-0.862666,-0.284446,1.176439,0.739178,-0.505704,0.273002,-21.479966,173.528782
230,-0.466685,-0.864318,-0.284025,1.181831,0.742566,-0.510986,0.175827,-21.617489,173.636620
231,-0.468831,-0.865713,-0.283670,1.186439,0.745462,-0.515528,0.091265,-21.734400,173.728782
232,-0.470634,-0.866860,-0.283376,1.190273,0.747871,-0.519327,0.019842,-21.831220,173.805461
233,-0.472097,-0.867776,-0.283142,1.193362,0.749811,-0.522400,-0.038401,-21.908912,173.867232
234,-0.473237,-0.868480,-0.282961,1.195752,0.751313,-0.524786,-0.083908,-21.968847,173.915036
235,-0.474077,-0.868994,-0.282830,1.197508,0.752416,-0.526543,-0.117584,-22.012775,173.950158
236,-0.474654,-0.869344,-0.282740,1.198710,0.753172,-0.527748,-0.140749,-22.042786,173.974196
237,-0.475011,-0.869559,-0.282684,1.199451,0.753637,-0.528492,-0.155083,-22.061272,173.989019
238,-0.475197,-0.869671,-0.282655,1.199836,0.753879,-0.528879,-0.162550,-22.070877,173.996726
239,-0.475266,-0.869713,-0.282645,1.199979,0.753969,-0.529022,-0.165326,-22.074443,173.999589
240,-0.475276,-0.869719,-0.282643,1.200000,0.753982,-0.529043,-0.165725,-22.074955,174.000000
241,-0.475286,-0.869725,-0.282642,1.200021,0.753995,-0.529064,-0.166123,-22.075467,174.000411
242,-0.475355,-0.869766,-0.282631,1.200164,0.754085,-0.529208,-0.168901,-22.079032,174.003274
243,-0.475541,-0.869878,-0.282602,1.200549,0.754327,-0.529595,-0.176386,-22.088629,174.010981
244,-0.475899,-0.870092,-0.282547,1.201290,0.754793,-0.530340,-0.190811,-22.107073,174.025804
245,-0.476481,-0.870439,-0.282458,1.202492,0.755548,-0.531551,-0.214279,-22.136947,174.049842
246,-0.477333,-0.870943,-0.282328,1.204248,0.756651,-0.533322,-0.248741,-22.180517,174.084964
247,-0.478499,-0.871626,-0.282153,1.206638,0.758153,-0.535740,-0.295978,-22.239666,174.132768
248,-0.480015,-0.872501,-0.281927,1.209727,0.760094,-0.538873,-0.357581,-22.315830,174.194539
249,-0.481909,-0.873576,-0.281650,1.213561,0.762503,-0.542780,-0.434939,-22.409952,174.271218
250,-0.484206,-0.874852,-0.281321,1.218169,0.765398,-0.547498,-0.529219,-22.522442,174.363380
251,-0.486922,-0.876322,-0.280941,1.223561,0.768786,-0.553052,-0.641344,-22.653161,174.471218
252,-0.490064,-0.877973,-0.280514,1.229727,0.772660,-0.559447,-0.771963,-22.801417,174.594539
253,-0.493632,-0.879785,-0.280045,1.236638,0.777003,-0.566670,-0.921420,-22.965984,174.732768
254,-0.497618,-0.881732,-0.279542,1.244248,0.781784,-0.574691,-1.089711,-23.145138,174.884964
255,-0.502002,-0.883784,-0.279013,1.252492,0.786964,-0.583460,-1.276448,-23.336712,175.049842
256,-0.506756,-0.885906,-0.278468,1.261290,0.792492,-0.592911,-1.480820,-23.538171,175.225804
257,-0.511844,-0.888063,-0.277916,1.270549,0.798310,-0.602961,-1.701568,-23.746699,175.410981
258,-0.517219,-0.890218,-0.277368,1.280164,0.804351,-0.613510,-1.936958,-23.959304,175.603274
259,-0.522824,-0.892337,-0.276835,1.290021,0.810544,-0.624443,-2.184789,-24.172919,175.800411
260,-0.528597,-0.894388,-0.276326,1.300000,0.816814,-0.635637,-2.442411,-24.384520,176.000000
261,-0.534466,-0.896342,-0.275850,1.309979,0.823084,-0.646954,-2.706766,-24.591223,176.199589
262,-0.540357,-0.898175,-0.275413,1.319836,0.829278,-0.658256,-2.974461,-24.790385,176.396726
263,-0.546191,-0.899868,-0.275020,1.329451,0.835319,-0.669397,-3.241860,-24.979679,176.589019
264,-0.551891,-0.901410,-0.274674,1.338710,0.841136,-0.680236,-3.505195,-25.157156,176.774196
265,-0.557380,-0.902793,-0.274376,1.347508,0.846664,-0.690635,-3.760698,-25.321279,176.950158
266,-0.562587,-0.904015,-0.274124,1.355752,0.851844,-0.700469,-4.004738,-25.470938,177.115036
267,-0.567446,-0.905079,-0.273917,1.363362,0.856625,-0.709622,-4.233955,-25.605442,177.267232
268,-0.571903,-0.905992,-0.273751,1.370273,0.860968,-0.717998,-4.445399,-25.724494,177.405461
269,-0.575913,-0.906763,-0.273619,1.376439,0.864842,-0.725522,-4.636640,-25.828151,177.528782
270,-0.579446,-0.907403,-0.273519,1.381831,0.868230,-0.732140,-4.805866,-25.916781,177.636620
271,-0.582485,-0.907925,-0.273443,1.386439,0.871125,-0.737826,-4.951961,-25.991014,177.728782
272,-0.585026,-0.908342,-0.273387,1.390273,0.873534,-0.742577,-5.074536,-26.051697,177.805461
273,-0.587082,-0.908666,-0.273347,1.393362,0.875475,-0.746417,-5.173952,-26.099861,177.867232
274,-0.588678,-0.908909,-0.273320,1.395752,0.876977,-0.749398,-5.251300,-26.136689,177.915036
275,-0.589853,-0.909084,-0.273301,1.397508,0.878080,-0.751592,-5.308355,-26.163497,177.950158
276,-0.590659,-0.909201,-0.273289,1.398710,0.878835,-0.753096,-5.347515,-26.181723,177.974196
277,-0.591157,-0.909273,-0.273282,1.399451,0.879301,-0.754025,-5.371709,-26.192912,177.989019
278,-0.591416,-0.909310,-0.273279,1.399836,0.879543,-0.754508,-5.384301,-26.198714,177.996726
279,-0.591512,-0.909324,-0.273278,1.399979,0.879633,-0.754687,-5.388981,-26.200867,177.999589
280,-0.591526,-0.909325,-0.273277,1.400000,0.879646,-0.754713,-5.389652,-26.201176,178.000000
281,-0.591540,-0.909327,-0.273277,1.400021,0.879659,-0.754739,-5.390324,-26.201485,178.000411
282,-0.591636,-0.909341,-0.273276,1.400164,0.879749,-0.754918,-5.395006,-26.203636,178.003274
283,-0.591895,-0.909378,-0.273272,1.400549,0.879991,-0.755402,-5.407615,-26.209419,178.010981
284,-0.592394,-0.909448,-0.273266,1.401290,0.880457,-0.756332,-5.431893,-26.220514,178.025804
285,-0.593203,-0.909560,-0.273256,1.402492,0.881212,-0.757842,-5.471335,-26.238423,178.049842
286,-0.594388,-0.909722,-0.273244,1.404248,0.882315,-0.760051,-5.529125,-26.264409,178.084964
287,-0.596004,-0.909936,-0.273228,1.406638,0.883817,-0.763064,-5.608086,-26.299430,178.132768
288,-0.598099,-0.910203,-0.273213,1.409727,0.885758,-0.766969,-5.710638,-26.344084,178.194539
289,-0.600710,-0.910520,-0.273201,1.413561,0.888167,-0.771832,-5.838751,-26.398566,178.271218
290,-0.603862,-0.910878,-0.273195,1.418169,0.891062,-0.777702,-5.993910,-26.462643,178.363380
291,-0.607570,-0.911267,-0.273203,1.423561,0.894450,-0.784605,-6.177082,-26.535648,178.471218
292,-0.611835,-0.911671,-0.273230,1.429727,0.898324,-0.792543,-6.388673,-26.616488,178.594539
293,-0.616647,-0.912071,-0.273285,1.436638,0.902667,-0.801497,-6.628501,-26.703690,178.732768
294,-0.621982,-0.912448,-0.273375,1.444248,0.907448,-0.811426,-6.895762,-26.795459,178.884964
295,-0.627804,-0.912780,-0.273508,1.452492,0.912628,-0.822263,-7.189013,-26.889758,179.049842
296,-0.634063,-0.913046,-0.273692,1.461290,0.918156,-0.833923,-7.506161,-26.984405,179.225804
297,-0.640698,-0.913227,-0.273935,1.470549,0.923973,-0.846297,-7.844473,-27.077189,179.410981
298,-0.647638,-0.913307,-0.274240,1.480164,0.930014,-0.859259,-8.200604,-27.165980,179.603274
299,-0.654802,-0.913274,-0.274610,1.490021,0.936208,-0.872666,-8.570652,-27.248840,179.800411
300,-0.662102,-0.913121,-0.275046,1.500000,0.942478,-0.886362,-8.950237,-27.324133,180.000000
301,-0.669444,-0.912848,-0.275545,1.509979,0.948748,-0.900178,-9.334608,-27.390597,180.199589
302,-0.676734,-0.912460,-0.276100,1.519836,0.954941,-0.913944,-9.718770,-27.447411,180.396726
303,-0.683878,-0.911966,-0.276703,1.529451,0.960982,-0.927484,-10.097632,-27.494216,180.589019
304,-0.690784,-0.911385,-0.277343,1.538710,0.966800,-0.940628,-10.466162,-27.531114,180.774196
305,-0.697366,-0.910734,-0.278004,1.547508,0.972328,-0.953212,-10.819552,-27.558629,180.950158
306,-0.703550,-0.910039,-0.278672,1.555752,0.977508,-0.965086,-11.153369,-27.577642,181.115036
307,-0.709268,-0.909323,-0.279331,1.563362,0.982289,-0.976118,-11.463705,-27.589309,181.267232
308,-0.714469,-0.908612,-0.279965,1.570273,0.986632,-0.986195,-11.747295,-27.594958,181.405461
309,-0.719114,-0.907927,-0.280559,1.576439,0.990506,-0.995232,-12.001625,-27.595984,181.528782
310,-0.723178,-0.907291,-0.281101,1.581831,0.993894,-1.003170,-12.225000,-27.593755,181.636620
311,-0.726652,-0.906718,-0.281581,1.586439,0.996789,-1.009981,-12.416595,-27.589522,181.728782
312,-0.729544,-0.906222,-0.281993,1.590273,0.999198,-1.015666,-12.576469,-27.584357,181.805461
313,-0.731873,-0.905810,-0.282332,1.593362,1.001139,-1.020257,-12.705556,-27.579106,181.867232
314,-0.733675,-0.905483,-0.282599,1.595752,1.002640,-1.023818,-12.805631,-27.574372,181.915036
315,-0.735000,-0.905238,-0.282798,1.597508,1.003744,-1.026438,-12.879253,-27.570519,181.950158
316,-0.735906,-0.905068,-0.282936,1.598710,1.004499,-1.028233,-12.929686,-27.567700,181.974196
317,-0.736465,-0.904962,-0.283021,1.599451,1.004965,-1.029341,-12.960806,-27.565888,181.989019
318,-0.736755,-0.904907,-0.283066,1.599836,1.005207,-1.029917,-12.976991,-27.564923,181.996726
319,-0.736863,-0.904887,-0.283082,1.599979,1.005297,-1.030131,-12.983004,-27.564560,181.999589
320,-0.736879,-0.904884,-0.283085,1.600000,1.005310,-1.030162,-12.983867,-27.564508,182.000000
321,-0.736894,-0.904881,-0.283087,1.600021,1.005323,-1.030193,-12.984729,-27.564456,182.000411
322,-0.737002,-0.904860,-0.283104,1.600164,1.005412,-1.030407,-12.990743,-27.564091,182.003274
323,-0.737293,-0.904805,-0.283149,1.600549,1.005655,-1.030983,-13.006935,-27.563098,182.010981
324,-0.737851,-0.904698,-0.283235,1.601290,1.006120,-1.032093,-13.038089,-27.561145,182.025804
325,-0.738758,-0.904522,-0.283376,1.602492,1.006875,-1.033893,-13.088636,-27.557857,182.049842
326,-0.740081,-0.904263,-0.283584,1.604248,1.007979,-1.036526,-13.162555,-27.552784,182.084964
327,-0.741883,-0.903904,-0.283871,1.606638,1.009481,-1.040116,-13.263283,-27.545366,182.132768
328,-0.744210,-0.903430,-0.284247,1.609727,1.011421,-1.044764,-13.393637,-27.534902,182.194539
329,-0.747098,-0.902826,-0.284725,1.613561,1.013830,-1.050548,-13.555748,-27.520530,182.271218
330,-0.750566,-0.902075,-0.285314,1.618169,1.016726,-1.057521,-13.751006,-27.501224,182.363380
331,-0.754621,-0.901165,-0.286024,1.623561,1.020113,-1.065710,-13.980012,-27.475804,182.471218
332,-0.759252,-0.900082,-0.286862,1.629727,1.023988,-1.075113,-14.242552,-27.442978,182.594539
333,-0.764434,-0.898813,-0.287837,1.636638,1.028330,-1.085700,-14.537580,-27.401398,182.732768
334,-0.770126,-0.897350,-0.288953,1.644248,1.033112,-1.097416,-14.863222,-27.349735,182.884964
335,-0.776275,-0.895688,-0.290213,1.652492,1.038291,-1.110176,-15.216798,-27.286780,183.049842
336,-0.782814,-0.893827,-0.291616,1.661290,1.043819,-1.123871,-15.594872,-27.211539,183.225804
337,-0.789665,-0.891770,-0.293159,1.670549,1.049637,-1.138367,-15.993328,-27.123343,183.410981
338,-0.796742,-0.889530,-0.294833,1.680164,1.055678,-1.153510,-16.407466,-27.021942,183.603274
339,-0.803953,-0.887125,-0.296626,1.690021,1.061871,-1.169129,-16.832130,-26.907579,183.800411
340,-0.811202,-0.884579,-0.298520,1.700000,1.068142,-1.185035,-17.261855,-26.781043,184.000000
341,-0.818395,-0.881922,-0.300494,1.709979,1.074412,-1.201034,-17.691031,-26.643689,184.199589
342,-0.825439,-0.879192,-0.302522,1.719836,1.080605,-1.216926,-18.114069,-26.497412,184.396726
343,-0.832247,-0.876429,-0.304576,1.729451,1.086646,-1.232509,-18.525574,-26.344590,184.589019
344,-0.838740,-0.873677,-0.306625,1.738710,1.092464,-1.247592,-18.920501,-26.187990,184.774196
345,-0.844850,-0.870980,-0.308635,1.747508,1.097992,-1.261990,-19.294301,-26.030641,184.950158
346,-0.850518,-0.868383,-0.310576,1.755752,1.103171,-1.275538,-19.643037,-25.875687,185.115036
347,-0.855698,-0.865926,-0.312416,1.763362,1.107953,-1.288093,-19.963474,-25.726234,185.267232
348,-0.860359,-0.863645,-0.314127,1.770273,1.112295,-1.299534,-20.253147,-25.585188,185.405461
349,-0.864479,-0.861573,-0.315685,1.776439,1.116170,-1.309771,-20.510390,-25.455116,185.528782
350,-0.868053,-0.859731,-0.317073,1.781831,1.119557,-1.318746,-20.734352,-25.338119,185.636620
