iterations,theta_1,theta_2,theta_3,phi_1,phi_2,phi_3,p_x,p_y,p_z
616,-0.760489,-0.609837,-0.635600,3.061290,1.923465,-3.085564,-19.637014,1.160540,211.225804
617,-0.757355,-0.611563,-0.634620,3.070549,1.929283,-3.092334,-19.473262,1.036553,211.410981
618,-0.754128,-0.613393,-0.633565,3.080164,1.935324,-3.099277,-19.303737,0.904891,211.603274
619,-0.750848,-0.615308,-0.632442,3.090021,1.941517,-3.106303,-19.130462,0.766935,211.800411
620,-0.747557,-0.617286,-0.631265,3.100000,1.947787,-3.113324,-18.955537,0.624297,212.000000
621,-0.744297,-0.619304,-0.630048,3.109979,1.954058,-3.120252,-18.781086,0.478781,212.199589
622,-0.741105,-0.621335,-0.628809,3.119836,1.960251,-3.127004,-18.609210,0.332330,212.396726
623,-0.738021,-0.623352,-0.627566,3.129451,1.966292,-3.133504,-18.441934,0.186967,212.589019
624,-0.735078,-0.625327,-0.626337,3.138710,1.972110,-3.139684,-18.281168,0.044728,212.774196
625,-0.732305,-0.627234,-0.625142,3.147508,1.977638,3.137700,-18.128661,-0.092412,212.950158
626,-0.729728,-0.629047,-0.623999,3.155752,1.982817,3.132328,-17.985966,-0.222598,213.115036
627,-0.727367,-0.630742,-0.622923,3.163362,1.987599,3.127423,-17.854400,-0.344168,213.267232
628,-0.725239,-0.632300,-0.621930,3.170273,1.991941,3.123013,-17.735020,-0.455707,213.405461
629,-0.723352,-0.633705,-0.621032,3.176439,1.995816,3.119114,-17.628592,-0.556092,213.528782
630,-0.721712,-0.634944,-0.620238,3.181831,1.999203,3.115731,-17.535577,-0.644533,213.636620
631,-0.720317,-0.636012,-0.619551,3.186439,2.002099,3.112861,-17.456114,-0.720593,213.728782
632,-0.719161,-0.636905,-0.618976,3.190273,2.004508,3.110486,-17.390020,-0.784201,213.805461
633,-0.718233,-0.637629,-0.618509,3.193362,2.006448,3.108583,-17.336786,-0.835655,213.867232
634,-0.717517,-0.638191,-0.618146,3.195752,2.007950,3.107116,-17.295595,-0.875601,213.915036
635,-0.716992,-0.638606,-0.617879,3.197508,2.009053,3.106041,-17.265334,-0.905021,213.950158
636,-0.716634,-0.638890,-0.617695,3.198710,2.009809,3.105307,-17.244624,-0.925189,213.974196
637,-0.716413,-0.639065,-0.617581,3.199451,2.010274,3.104855,-17.231853,-0.937641,213.989019
638,-0.716298,-0.639157,-0.617522,3.199836,2.010516,3.104620,-17.225214,-0.944119,213.996726
639,-0.716255,-0.639191,-0.617500,3.199979,2.010606,3.104532,-17.222747,-0.946526,213.999589
640,-0.716249,-0.639196,-0.617497,3.200000,2.010619,3.104520,-17.222393,-0.946871,214.000000
641,-0.716243,-0.639200,-0.617494,3.200021,2.010632,3.104507,-17.222039,-0.947216,214.000411
642,-0.716200,-0.639234,-0.617472,3.200164,2.010722,3.104420,-17.219573,-0.949624,214.003274
643,-0.716086,-0.639326,-0.617413,3.200549,2.010964,3.104186,-17.212934,-0.956107,214.010981
644,-0.715865,-0.639502,-0.617299,3.201290,2.011430,3.103735,-17.200163,-0.968584,214.025804
645,-0.715508,-0.639788,-0.617114,3.202492,2.012185,3.103004,-17.179456,-0.988838,214.049842
646,-0.714986,-0.640206,-0.616843,3.204248,2.013289,3.101940,-17.149201,-1.018481,214.084964
647,-0.714278,-0.640777,-0.616473,3.206638,2.014790,3.100495,-17.108023,-1.058918,214.132768
648,-0.713365,-0.641519,-0.615993,3.209727,2.016731,3.098635,-17.054814,-1.111325,214.194539
649,-0.712236,-0.642443,-0.615393,3.213561,2.019140,3.096337,-16.988765,-1.176617,214.271218
650,-0.710885,-0.643561,-0.614667,3.218169,2.022035,3.093592,-16.909375,-1.255434,214.363380
651,-0.709313,-0.644878,-0.613810,3.223561,2.025423,3.090404,-16.816471,-1.348120,214.471218
652,-0.707525,-0.646396,-0.612822,3.229727,2.029297,3.086787,-16.710205,-1.454705,214.594539
653,-0.705534,-0.648112,-0.611704,3.236638,2.033640,3.082771,-16.591047,-1.574903,214.732768
654,-0.703358,-0.650021,-0.610460,3.244248,2.038421,3.078395,-16.459776,-1.708100,214.884964
655,-0.701020,-0.652109,-0.609098,3.252492,2.043601,3.073709,-16.317454,-1.853362,215.049842
656,-0.698547,-0.654362,-0.607629,3.261290,2.049129,3.068770,-16.165402,-2.009443,215.225804
657,-0.695969,-0.656760,-0.606066,3.270549,2.054947,3.063640,-16.005170,-2.174807,215.410981
658,-0.693317,-0.659278,-0.604426,3.280164,2.060988,3.058387,-15.838500,-2.347660,215.603274
659,-0.690626,-0.661889,-0.602727,3.290021,2.067181,3.053079,-15.667285,-2.525987,215.800411
660,-0.687930,-0.664564,-0.600991,3.300000,2.073451,3.047783,-15.493532,-2.707605,216.000000
661,-0.685261,-0.667268,-0.599240,3.309979,2.079721,3.042567,-15.319315,-2.890222,216.199589
662,-0.682653,-0.669968,-0.597496,3.319836,2.085915,3.037492,-15.146731,-3.071494,216.396726
663,-0.680134,-0.672630,-0.595783,3.329451,2.091956,3.032614,-14.977851,-3.249100,216.589019
664,-0.677732,-0.675218,-0.594122,3.338710,2.097773,3.027984,-14.814675,-3.420801,216.774196
665,-0.675471,-0.677700,-0.592535,3.347508,2.103301,3.023646,-14.659083,-3.584508,216.950158
666,-0.673371,-0.680046,-0.591042,3.355752,2.108481,3.019635,-14.512785,-3.738341,217.115036
667,-0.671449,-0.682229,-0.589658,3.363362,2.113262,3.015978,-14.377277,-3.880680,217.267232
668,-0.669716,-0.684225,-0.588396,3.370273,2.117605,3.012695,-14.253799,-4.010209,217.405461
669,-0.668181,-0.686017,-0.587268,3.376439,2.121479,3.009796,-14.143298,-4.125949,217.528782
670,-0.666846,-0.687592,-0.586280,3.381831,2.124867,3.007284,-14.046396,-4.227285,217.636620
671,-0.665712,-0.688944,-0.585433,3.386439,2.127762,3.005154,-13.963371,-4.313974,217.728782
672,-0.664772,-0.690074,-0.584728,3.390273,2.130171,3.003394,-13.894143,-4.386154,217.805461
673,-0.664017,-0.690987,-0.584160,3.393362,2.132112,3.001985,-13.838273,-4.444332,217.867232
674,-0.663435,-0.691695,-0.583719,3.395752,2.133614,3.000899,-13.794972,-4.489374,217.915036
675,-0.663008,-0.692216,-0.583396,3.397508,2.134717,3.000103,-13.763123,-4.522477,217.950158
676,-0.662716,-0.692574,-0.583174,3.398710,2.135472,2.999560,-13.741307,-4.545136,217.974196
677,-0.662537,-0.692794,-0.583038,3.399451,2.135938,2.999226,-13.727847,-4.559112,217.989019
678,-0.662443,-0.692909,-0.582967,3.399836,2.136180,2.999052,-13.720846,-4.566379,217.996726
679,-0.662409,-0.692951,-0.582940,3.399979,2.136270,2.998988,-13.718246,-4.569078,217.999589
680,-0.662404,-0.692958,-0.582936,3.400000,2.136283,2.998978,-13.717872,-4.569466,218.000000
681,-0.662399,-0.692964,-0.582933,3.400021,2.136296,2.998969,-13.717499,-4.569853,218.000411
682,-0.662364,-0.693006,-0.582906,3.400164,2.136386,2.998905,-13.714898,-4.572552,218.003274
683,-0.662271,-0.693121,-0.582835,3.400549,2.136628,2.998731,-13.707895,-4.579820,218.010981
684,-0.662091,-0.693342,-0.582698,3.401290,2.137094,2.998398,-13.694421,-4.593799,218.025804
685,-0.661801,-0.693700,-0.582477,3.402492,2.137849,2.997858,-13.672560,-4.616469,218.049842
686,-0.661377,-0.694225,-0.582153,3.404248,2.138952,2.997072,-13.640591,-4.649599,218.084964
687,-0.660801,-0.694940,-0.581711,3.406638,2.140454,2.996004,-13.597028,-4.694701,218.132768
688,-0.660059,-0.695866,-0.581141,3.409727,2.142395,2.994632,-13.540649,-4.752996,218.194539
689,-0.659142,-0.697019,-0.580432,3.413561,2.144804,2.992937,-13.470523,-4.825382,218.271218
690,-0.658043,-0.698410,-0.579580,3.418169,2.147699,2.990915,-13.386026,-4.912410,218.363380
691,-0.656765,-0.700045,-0.578583,3.423561,2.151087,2.988568,-13.286860,-5.014267,218.471218
692,-0.655312,-0.701923,-0.577442,3.429727,2.154961,2.985910,-13.173052,-5.130771,218.594539
693,-0.653694,-0.704039,-0.576163,3.436638,2.159304,2.982963,-13.044959,-5.261367,218.732768
694,-0.651926,-0.706383,-0.574754,3.444248,2.164085,2.979758,-12.903259,-5.405145,218.884964
695,-0.650025,-0.708939,-0.573229,3.452492,2.169265,2.976332,-12.748940,-5.560851,219.049842
696,-0.648015,-0.711685,-0.571603,3.461290,2.174793,2.972729,-12.583285,-5.726924,219.225804
697,-0.645918,-0.714594,-0.569894,3.470549,2.180610,2.968996,-12.407844,-5.901532,219.410981
698,-0.643762,-0.717636,-0.568124,3.480164,2.186651,2.965182,-12.224413,-6.082620,219.603274
699,-0.641573,-0.720778,-0.566313,3.490021,2.192845,2.961339,-12.034994,-6.267967,219.800411
700,-0.639378,-0.723981,-0.564486,3.500000,2.199115,2.957516,-11.841760,-6.455245,220.000000
701,-0.637205,-0.727206,-0.562667,3.509979,2.205385,2.953762,-11.647011,-6.642082,220.199589
702,-0.635080,-0.730414,-0.560878,3.519836,2.211578,2.950119,-11.453120,-6.826131,220.396726
703,-0.633027,-0.733563,-0.559142,3.529451,2.217619,2.946630,-11.262478,-7.005129,220.589019
704,-0.631069,-0.736613,-0.557479,3.538710,2.223437,2.943328,-11.077440,-7.176958,220.774196
705,-0.629224,-0.739529,-0.555908,3.547508,2.228965,2.940244,-10.900253,-7.339697,220.950158
706,-0.627509,-0.742275,-0.554445,3.555752,2.234145,2.937400,-10.733001,-7.491671,221.115036
707,-0.625939,-0.744823,-0.553103,3.563362,2.238926,2.934816,-10.577537,-7.631486,221.267232
708,-0.624523,-0.747147,-0.551891,3.570273,2.243269,2.932501,-10.435429,-7.758055,221.405461
709,-0.623267,-0.749227,-0.550815,3.576439,2.247143,2.930462,-10.307902,-7.870625,221.528782
710,-0.622176,-0.751053,-0.549880,3.581831,2.250531,2.928700,-10.195802,-7.968782,221.636620
711,-0.621247,-0.752618,-0.549084,3.586439,2.253426,2.927209,-10.099560,-8.052456,221.728782
712,-0.620477,-0.753923,-0.548425,3.590273,2.255835,2.925978,-10.019175,-8.121918,221.805461
713,-0.619860,-0.754976,-0.547896,3.593362,2.257776,2.924994,-9.954213,-8.177770,221.867232
714,-0.619383,-0.755793,-0.547487,3.595752,2.259277,2.924237,-9.903811,-8.220928,221.915036
715,-0.619033,-0.756393,-0.547188,3.597508,2.260381,2.923683,-9.866710,-8.252600,221.950158
716,-0.618794,-0.756804,-0.546983,3.598710,2.261136,2.923305,-9.841283,-8.274258,221.974196
717,-0.618647,-0.757058,-0.546857,3.599451,2.261602,2.923072,-9.825588,-8.287607,221.989019
718,-0.618570,-0.757190,-0.546792,3.599836,2.261844,2.922951,-9.817424,-8.294545,221.996726
719,-0.618542,-0.757239,-0.546767,3.599979,2.261934,2.922906,-9.814390,-8.297122,221.999589
720,-0.618538,-0.757246,-0.546764,3.600000,2.261947,2.922900,-9.813955,-8.297492,222.000000
721,-0.618534,-0.757253,-0.546760,3.600021,2.261960,2.922893,-9.813520,-8.297862,222.000411
722,-0.618505,-0.757302,-0.546736,3.600164,2.262050,2.922849,-9.810486,-8.300438,222.003274
723,-0.618429,-0.757434,-0.546671,3.600549,2.262292,2.922728,-9.802316,-8.307374,222.010981
724,-0.618282,-0.757688,-0.546545,3.601290,2.262757,2.922496,-9.786594,-8.320708,222.025804
725,-0.618044,-0.758100,-0.546341,3.602492,2.263513,2.922121,-9.761077,-8.342320,222.049842
726,-0.617696,-0.758703,-0.546044,3.604248,2.264616,2.921574,-9.723742,-8.373869,222.084964
727,-0.617224,-0.759524,-0.545640,3.606638,2.266118,2.920834,-9.672826,-8.416758,222.132768
728,-0.616616,-0.760587,-0.545120,3.609727,2.268058,2.919882,-9.606865,-8.472087,222.194539
729,-0.615863,-0.761908,-0.544477,3.613561,2.270467,2.918710,-9.524717,-8.540625,222.271218
730,-0.614962,-0.763500,-0.543708,3.618169,2.273363,2.917312,-9.425586,-8.622786,222.363380
731,-0.613913,-0.765367,-0.542814,3.623561,2.276750,2.915695,-9.309041,-8.718614,222.471218
732,-0.612719,-0.767509,-0.541799,3.629727,2.280625,2.913868,-9.175026,-8.827786,222.594539
733,-0.611390,-0.769917,-0.540671,3.636638,2.284967,2.911848,-9.023862,-8.949613,222.732768
734,-0.609936,-0.772578,-0.539441,3.644248,2.289749,2.909660,-8.856251,-9.083066,222.884964
735,-0.608372,-0.775471,-0.538124,3.652492,2.294928,2.907330,-8.673269,-9.226805,223.049842
736,-0.606717,-0.778571,-0.536736,3.661290,2.300456,2.904890,-8.476349,-9.379216,223.225804
737,-0.604989,-0.781847,-0.535297,3.670549,2.306274,2.902375,-8.267270,-9.538464,223.410981
738,-0.603211,-0.785262,-0.533825,3.680164,2.312315,2.899820,-8.048118,-9.702547,223.603274
739,-0.601404,-0.788778,-0.532343,3.690021,2.318508,2.897260,-7.821260,-9.869358,223.800411
740,-0.599591,-0.792352,-0.530870,3.700000,2.324779,2.894728,-7.589293,-10.036743,224.000000
741,-0.597794,-0.795940,-0.529426,3.709979,2.331049,2.892258,-7.354995,-10.202568,224.199589
742,-0.596036,-0.799498,-0.528030,3.719836,2.337242,2.889878,-7.121255,-10.364775,224.396726
743,-0.594336,-0.802980,-0.526697,3.729451,2.343283,2.887613,-6.891010,-10.521437,224.589019
744,-0.592712,-0.806345,-0.525442,3.738710,2.349101,2.885485,-6.667164,-10.670804,224.774196
745,-0.591183,-0.809552,-0.524275,3.747508,2.354629,2.883511,-6.452505,-10.811342,224.950158
746,-0.589760,-0.812565,-0.523207,3.755752,2.359808,2.881704,-6.249626,-10.941762,225.115036
747,-0.588456,-0.815354,-0.522242,3.763362,2.364590,2.880072,-6.060844,-11.061039,225.267232
748,-0.587280,-0.817892,-0.521383,3.770273,2.368932,2.878620,-5.888122,-11.168427,225.405461
749,-0.586236,-0.820161,-0.520632,3.776439,2.372807,2.877348,-5.733007,-11.263463,225.528782
750,-0.585329,-0.822148,-0.519987,3.781831,2.376194,2.876255,-5.596571,-11.345962,225.636620
751,-0.584557,-0.823849,-0.519444,3.786439,2.379090,2.875335,-5.479377,-11.416016,225.728782
752,-0.583917,-0.825266,-0.518999,3.790273,2.381499,2.874578,-5.381455,-11.473979,225.805461
753,-0.583403,-0.826408,-0.518644,3.793362,2.383439,2.873975,-5.302296,-11.520458,225.867232
754,-0.583006,-0.827293,-0.518372,3.795752,2.384941,2.873513,-5.240866,-11.556296,225.915036
755,-0.582715,-0.827943,-0.518174,3.797508,2.386045,2.873175,-5.195638,-11.582552,225.950158
756,-0.582516,-0.828389,-0.518039,3.798710,2.386800,2.872945,-5.164638,-11.600485,225.974196
757,-0.582393,-0.828663,-0.517956,3.799451,2.387265,2.872803,-5.145502,-11.611529,225.989019
758,-0.582330,-0.828806,-0.517913,3.799836,2.387508,2.872730,-5.135547,-11.617267,225.996726
759,-0.582306,-0.828859,-0.517897,3.799979,2.387598,2.872703,-5.131848,-11.619398,225.999589
760,-0.582303,-0.828867,-0.517895,3.800000,2.387610,2.872699,-5.131318,-11.619704,226.000000
761,-0.582299,-0.828874,-0.517893,3.800021,2.387623,2.872695,-5.130787,-11.620009,226.000411
762,-0.582276,-0.828927,-0.517877,3.800164,2.387713,2.872667,-5.127088,-11.622139,226.003274
763,-0.582212,-0.829070,-0.517834,3.800549,2.387955,2.872594,-5.117126,-11.627871,226.010981
764,-0.582090,-0.829345,-0.517751,3.801290,2.388421,2.872454,-5.097954,-11.638888,226.025804
765,-0.581891,-0.829791,-0.517618,3.802492,2.389176,2.872226,-5.066836,-11.656728,226.049842
766,-0.581602,-0.830442,-0.517425,3.804248,2.390280,2.871895,-5.021300,-11.682741,226.084964
767,-0.581209,-0.831329,-0.517163,3.806638,2.391781,2.871448,-4.959193,-11.718044,226.132768
768,-0.580703,-0.832476,-0.516829,3.809727,2.393722,2.870875,-4.878718,-11.763485,226.194539
769,-0.580076,-0.833901,-0.516420,3.813561,2.396131,2.870172,-4.778473,-11.819614,226.271218
770,-0.579326,-0.835616,-0.515936,3.818169,2.399026,2.869338,-4.657475,-11.886665,226.363380
771,-0.578452,-0.837624,-0.515380,3.823561,2.402414,2.868378,-4.515187,-11.964543,226.471218
772,-0.577457,-0.839924,-0.514761,3.829727,2.406288,2.867301,-4.351525,-12.052831,226.594539
773,-0.576349,-0.842505,-0.514086,3.836638,2.410631,2.866121,-4.166878,-12.150800,226.732768
774,-0.575137,-0.845351,-0.513367,3.844248,2.415412,2.864854,-3.962098,-12.257439,226.884964
775,-0.573834,-0.848438,-0.512618,3.852492,2.420592,2.863520,-3.738504,-12.371486,227.049842
776,-0.572453,-0.851739,-0.511852,3.861290,2.426120,2.862140,-3.497859,-12.491477,227.225804
777,-0.571013,-0.855217,-0.511085,3.870549,2.431938,2.860737,-3.242353,-12.615796,227.410981
778,-0.569529,-0.858834,-0.510333,3.880164,2.437979,2.859333,-2.974563,-12.742733,227.603274
779,-0.568022,-0.862547,-0.509607,3.890021,2.444172,2.857950,-2.697412,-12.870540,227.800411
780,-0.566511,-0.866310,-0.508923,3.900000,2.450442,2.856607,-2.414106,-12.997494,228.000000
781,-0.565013,-0.870078,-0.508288,3.909979,2.456713,2.855322,-2.128066,-13.121944,228.199589
782,-0.563547,-0.873802,-0.507713,3.919836,2.462906,2.854110,-1.842851,-13.242363,228.396726
783,-0.562131,-0.877438,-0.507201,3.929451,2.468947,2.852982,-1.562063,-13.357387,228.589019
784,-0.560779,-0.880941,-0.506755,3.938710,2.474764,2.851947,-1.289253,-13.465841,228.774196
785,-0.559505,-0.884271,-0.506375,3.947508,2.480292,2.851010,-1.027821,-13.566765,228.950158
786,-0.558322,-0.887392,-0.506058,3.955752,2.485472,2.850172,-0.780912,-13.659415,229.115036
787,-0.557238,-0.890274,-0.505799,3.963362,2.490254,2.849434,-0.551325,-13.743272,229.267232
788,-0.556260,-0.892891,-0.505594,3.970273,2.494596,2.848793,-0.341417,-13.818030,229.405461
789,-0.555393,-0.895226,-0.505434,3.976439,2.498470,2.848244,-0.153032,-13.883584,229.528782
790,-0.554640,-0.897267,-0.505312,3.981831,2.501858,2.847783,0.012565,-13.940018,229.636620
791,-0.553999,-0.899012,-0.505222,3.986439,2.504754,2.847402,0.154727,-13.987585,229.728782
792,-0.553469,-0.900463,-0.505157,3.990273,2.507163,2.847094,0.273454,-14.026692,229.805461
793,-0.553042,-0.901632,-0.505110,3.993362,2.509103,2.846853,0.369394,-14.057883,229.867232
794,-0.552714,-0.902536,-0.505079,3.995752,2.510605,2.846669,0.443821,-14.081830,229.915036
795,-0.552473,-0.903201,-0.505057,3.997508,2.511708,2.846537,0.498604,-14.099317,229.950158
796,-0.552308,-0.903655,-0.505044,3.998710,2.512463,2.846447,0.536147,-14.111232,229.974196
797,-0.552206,-0.903936,-0.505036,3.999451,2.512929,2.846393,0.559318,-14.118559,229.989019
798,-0.552154,-0.904082,-0.505032,3.999836,2.513171,2.846364,0.571372,-14.122362,229.996726
799,-0.552134,-0.904136,-0.505031,3.999979,2.513261,2.846354,0.575850,-14.123773,229.999589
800,-0.552131,-0.904143,-0.505031,4.000000,2.513274,2.846352,0.576493,-14.123976,230.000000
801,-0.552128,-0.904151,-0.505031,4.000021,2.513287,2.846351,0.577136,-14.124178,230.000411
802,-0.552109,-0.904205,-0.505029,4.000164,2.513377,2.846340,0.581615,-14.125589,230.003274
803,-0.552056,-0.904351,-0.505025,4.000549,2.513619,2.846312,0.593676,-14.129384,230.010981
804,-0.551955,-0.904632,-0.505018,4.001290,2.514085,2.846258,0.616885,-14.136670,230.025804
805,-0.551791,-0.905086,-0.505008,4.002492,2.514840,2.846171,0.654554,-14.148451,230.049842
806,-0.551551,-0.905750,-0.504994,4.004248,2.515943,2.846045,0.709663,-14.165587,230.084964
807,-0.551226,-0.906654,-0.504978,4.006638,2.517445,2.845878,0.784809,-14.188763,230.132768
808,-0.550807,-0.907822,-0.504963,4.009727,2.519386,2.845665,0.882143,-14.218456,230.194539
809,-0.550289,-0.909271,-0.504953,4.013561,2.521795,2.845410,1.003335,-14.254918,230.271218
810,-0.549668,-0.911013,-0.504952,4.018169,2.524690,2.845114,1.149533,-14.298152,230.363380
811,-0.548946,-0.913049,-0.504969,4.023561,2.528078,2.844784,1.321338,-14.347920,230.471218
812,-0.548126,-0.915377,-0.505011,4.029727,2.531952,2.844427,1.518788,-14.403739,230.594539
813,-0.547213,-0.917984,-0.505087,4.036638,2.536295,2.844054,1.741346,-14.464907,230.732768
814,-0.546215,-0.920853,-0.505206,4.044248,2.541076,2.843675,1.987903,-14.530526,230.884964
815,-0.545143,-0.923956,-0.505379,4.052492,2.546256,2.843303,2.256785,-14.599546,231.049842
816,-0.544010,-0.927265,-0.505614,4.061290,2.551784,2.842950,2.545780,-14.670807,231.225804
817,-0.542830,-0.930741,-0.505917,4.070549,2.557601,2.842628,2.852169,-14.743092,231.410981
818,-0.541617,-0.934344,-0.506295,4.080164,2.563642,2.842347,3.172776,-14.815176,231.603274
819,-0.540388,-0.938031,-0.506749,4.090021,2.569836,2.842116,3.504030,-14.885885,231.800411
820,-0.539157,-0.941756,-0.507278,4.100000,2.576106,2.841940,3.842039,-14.954138,232.000000
821,-0.537942,-0.945471,-0.507878,4.109979,2.582376,2.841824,4.182682,-15.018988,232.199589
