iterations,theta_1,theta_2,theta_3,phi_1,phi_2,phi_3,p_x,p_y,p_z
82,-0.347310,-0.542503,-0.261032,0.500909,0.572468,-0.150304,-2.253610,-7.551921,141.000000
83,-0.350735,-0.546525,-0.261543,0.507018,0.579449,-0.154166,-2.334474,-7.709414,141.500000
84,-0.354208,-0.550525,-0.262060,0.513127,0.586431,-0.158083,-2.417450,-7.867391,142.000000
85,-0.357727,-0.554500,-0.262585,0.519235,0.593412,-0.162056,-2.502570,-8.025796,142.500000
86,-0.361293,-0.558452,-0.263118,0.525344,0.600393,-0.166085,-2.589866,-8.184571,143.000000
87,-0.364907,-0.562379,-0.263659,0.531453,0.607375,-0.170169,-2.679369,-8.343660,143.500000
88,-0.368567,-0.566279,-0.264209,0.537561,0.614356,-0.174310,-2.771110,-8.503002,144.000000
89,-0.372274,-0.570154,-0.264768,0.543670,0.621337,-0.178508,-2.865121,-8.662538,144.500000
90,-0.376028,-0.574001,-0.265336,0.549779,0.628319,-0.182763,-2.961431,-8.822208,145.000000
91,-0.379829,-0.577820,-0.265915,0.555887,0.635300,-0.187075,-3.060071,-8.981949,145.500000
92,-0.383677,-0.581611,-0.266504,0.561996,0.642281,-0.191445,-3.161071,-9.141698,146.000000
93,-0.387572,-0.585373,-0.267105,0.568105,0.649262,-0.195873,-3.264459,-9.301393,146.500000
94,-0.391513,-0.589104,-0.267717,0.574213,0.656244,-0.200360,-3.370266,-9.460968,147.000000
95,-0.395501,-0.592804,-0.268341,0.580322,0.663225,-0.204904,-3.478519,-9.620358,147.500000
96,-0.399535,-0.596473,-0.268978,0.586431,0.670206,-0.209508,-3.589246,-9.779496,148.000000
97,-0.403615,-0.600110,-0.269627,0.592539,0.677188,-0.214171,-3.702474,-9.938315,148.500000
98,-0.407742,-0.603714,-0.270290,0.598648,0.684169,-0.218894,-3.818231,-10.096747,149.000000
99,-0.411914,-0.607284,-0.270967,0.604757,0.691150,-0.223676,-3.936542,-10.254721,149.500000
100,-0.416132,-0.610820,-0.271658,0.610865,0.698132,-0.228519,-4.057433,-10.412168,150.000000
