iterations,theta_1,theta_2,theta_3,phi_1,phi_2,phi_3,p_x,p_y,p_z
39,-0.059161,-0.027455,-0.182160,-0.204204,0.272271,0.028068,-0.527531,1.621840,57.300000
40,-0.063722,-0.028981,-0.187761,-0.209440,0.279253,0.029541,-0.557137,1.703534,58.000000
41,-0.068330,-0.030483,-0.193334,-0.214675,0.286234,0.031052,-0.587714,1.787034,58.700000
42,-0.072982,-0.031961,-0.198880,-0.219911,0.293215,0.032602,-0.619278,1.872319,59.400000
43,-0.077678,-0.033416,-0.204397,-0.225147,0.300197,0.034192,-0.651847,1.959368,60.100000
44,-0.082418,-0.034851,-0.209888,-0.230383,0.307178,0.035820,-0.685436,2.048160,60.800000
45,-0.087201,-0.036265,-0.215352,-0.235619,0.314159,0.037488,-0.720063,2.138673,61.500000
46,-0.092027,-0.037661,-0.220790,-0.240855,0.321141,0.039195,-0.755745,2.230885,62.200000
47,-0.096895,-0.039038,-0.226201,-0.246091,0.328122,0.040941,-0.792499,2.324774,62.900000
48,-0.101805,-0.040399,-0.231585,-0.251327,0.335103,0.042728,-0.830344,2.420315,63.600000
49,-0.106755,-0.041744,-0.236944,-0.256563,0.342085,0.044554,-0.869297,2.517486,64.300000
50,-0.111746,-0.043074,-0.242277,-0.261799,0.349066,0.046419,-0.909377,2.616260,65.000000
51,-0.116777,-0.044391,-0.247583,-0.267035,0.356047,0.048325,-0.950603,2.716614,65.700000
52,-0.121847,-0.045695,-0.252864,-0.272271,0.363028,0.050272,-0.992993,2.818522,66.400000
53,-0.126957,-0.046987,-0.258119,-0.277507,0.370010,0.052258,-1.036567,2.921956,67.100000
54,-0.132104,-0.048268,-0.263348,-0.282743,0.376991,0.054285,-1.081343,3.026891,67.800000
55,-0.137289,-0.049539,-0.268552,-0.287979,0.383972,0.056353,-1.127342,3.133299,68.500000
56,-0.142512,-0.050800,-0.273729,-0.293215,0.390954,0.058461,-1.174584,3.241152,69.200000
57,-0.147771,-0.052053,-0.278880,-0.298451,0.397935,0.060610,-1.223088,3.350422,69.900000
58,-0.153067,-0.053299,-0.284006,-0.303687,0.404916,0.062801,-1.272875,3.461079,70.600000
59,-0.158398,-0.054537,-0.289105,-0.308923,0.411898,0.065033,-1.323965,3.573093,71.300000
60,-0.163764,-0.055770,-0.294179,-0.314159,0.418879,0.067306,-1.376380,3.686434,72.000000
61,-0.169164,-0.056997,-0.299226,-0.319395,0.425860,0.069621,-1.430138,3.801072,72.700000
62,-0.174599,-0.058219,-0.304246,-0.324631,0.432842,0.071977,-1.485263,3.916974,73.400000
63,-0.180067,-0.059438,-0.309240,-0.329867,0.439823,0.074376,-1.541775,4.034108,74.100000
64,-0.185568,-0.060653,-0.314207,-0.335103,0.446804,0.076816,-1.599694,4.152441,74.800000
65,-0.191102,-0.061866,-0.319147,-0.340339,0.453786,0.079299,-1.659044,4.271941,75.500000
66,-0.196667,-0.063077,-0.324060,-0.345575,0.460767,0.081825,-1.719844,4.392572,76.200000
67,-0.202263,-0.064287,-0.328946,-0.350811,0.467748,0.084393,-1.782117,4.514300,76.900000
68,-0.207890,-0.065496,-0.333804,-0.356047,0.474730,0.087004,-1.845885,4.637090,77.600000
69,-0.213547,-0.066706,-0.338635,-0.361283,0.481711,0.089658,-1.911169,4.760906,78.300000
70,-0.219233,-0.067916,-0.343438,-0.366519,0.488692,0.092355,-1.977992,4.885711,79.000000
71,-0.224948,-0.069127,-0.348212,-0.371755,0.495674,0.095095,-2.046375,5.011467,79.700000
72,-0.230692,-0.070341,-0.352958,-0.376991,0.502655,0.097880,-2.116340,5.138138,80.400000
73,-0.236463,-0.071557,-0.357675,-0.382227,0.509636,0.100708,-2.187909,5.265684,81.100000
74,-0.242261,-0.072776,-0.362363,-0.387463,0.516617,0.103580,-2.261106,5.394065,81.800000
75,-0.248086,-0.073999,-0.367022,-0.392699,0.523599,0.106496,-2.335950,5.523243,82.500000
76,-0.253937,-0.075227,-0.371652,-0.397935,0.530580,0.109457,-2.412466,5.653176,83.200000
77,-0.259812,-0.076459,-0.376252,-0.403171,0.537561,0.112462,-2.490674,5.783824,83.900000
78,-0.265713,-0.077697,-0.380821,-0.408407,0.544543,0.115513,-2.570597,5.915143,84.600000
79,-0.271637,-0.078940,-0.385360,-0.413643,0.551524,0.118608,-2.652256,6.047092,85.300000
80,-0.277585,-0.080190,-0.389868,-0.418879,0.558505,0.121749,-2.735675,6.179628,86.000000
81,-0.283555,-0.081448,-0.394345,-0.424115,0.565487,0.124935,-2.820874,6.312706,86.700000
82,-0.289547,-0.082713,-0.398791,-0.429351,0.572468,0.128167,-2.907875,6.446281,87.400000
83,-0.295561,-0.083986,-0.403205,-0.434587,0.579449,0.131445,-2.996700,6.580309,88.100000
84,-0.301595,-0.085267,-0.407587,-0.439823,0.586431,0.134769,-3.087371,6.714743,88.800000
85,-0.307649,-0.086558,-0.411937,-0.445059,0.593412,0.138139,-3.179909,6.849537,89.500000
86,-0.313723,-0.087859,-0.416253,-0.450295,0.600393,0.141557,-3.274334,6.984642,90.200000
87,-0.319815,-0.089170,-0.420537,-0.455531,0.607375,0.145021,-3.370669,7.120011,90.900000
88,-0.325926,-0.090491,-0.424787,-0.460767,0.614356,0.148532,-3.468933,7.255595,91.600000
89,-0.332053,-0.091824,-0.429003,-0.466003,0.621337,0.152091,-3.569147,7.391345,92.300000
90,-0.338198,-0.093168,-0.433184,-0.471239,0.628319,0.155697,-3.671333,7.527209,93.000000
91,-0.344358,-0.094525,-0.437331,-0.476475,0.635300,0.159352,-3.775509,7.663138,93.700000
92,-0.350533,-0.095894,-0.441443,-0.481711,0.642281,0.163054,-3.881696,7.799079,94.400000
93,-0.356723,-0.097277,-0.445520,-0.486947,0.649262,0.166805,-3.989913,7.934979,95.100000
94,-0.362926,-0.098673,-0.449561,-0.492183,0.656244,0.170604,-4.100179,8.070787,95.800000
95,-0.369143,-0.100083,-0.453565,-0.497419,0.663225,0.174452,-4.212513,8.206447,96.500000
96,-0.375372,-0.101508,-0.457533,-0.502655,0.670206,0.178350,-4.326934,8.341905,97.200000
97,-0.381612,-0.102948,-0.461464,-0.507891,0.677188,0.182297,-4.443459,8.477106,97.900000
98,-0.387864,-0.104403,-0.465357,-0.513127,0.684169,0.186293,-4.562107,8.611994,98.600000
99,-0.394125,-0.105874,-0.469212,-0.518363,0.691150,0.190340,-4.682894,8.746511,99.300000
100,-0.400396,-0.107362,-0.473029,-0.523599,0.698132,0.194436,-4.805837,8.880601,100.000000
